,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3
2177,3k,fell,83,3.280385,1.2,294,238,186
4290,3k,me,757,3.280385,1.5,4027,2813,2606
4758,3k,out,694,3.280385,1.56,3825,3455,3520
1308,3k,come,287,3.32,1.42,2052,1374,1231
3138,3k,hat,120,3.33,1.14,369,140,97
885,3k,car,122,3.37,1.95,741,492,370
2808,3k,go,547,3.37,1.46,3313,2054,1710
3368,3k,hot,75,3.37,1.77,449,281,252
4352,3k,milk,57,3.37,1.42,162,153,127
1134,3k,clap,14,3.4,1.73,26,5,8
7229,3k,sun,95,3.4,1.64,573,430,418
250,3k,bean,6,3.42,1.12,21,24,17
3168,3k,head,145,3.42,1.02,643,698,703
5830,3k,say,212,3.42,1.07,955,862,805
3263,3k,him,555,3.429583,1.21,2780,2891,3176
950,3k,chair,24,3.43,1.33,108,130,133
2446,3k,foot,38,3.44,1.38,152,134,140
7858,3k,try,78,3.44,2.15,370,362,347
2084,lcnl,eyes,111,3.443482,1.36,487,652,712
8110,3k,walk,79,3.45,2.04,485,351,281
1901,3k,drink,29,3.47,1.31,181,126,96
3259,3k,hill,66,3.47,1.47,252,182,134
6296,3k,sing,55,3.47,1.31,126,71,58
6315,3k,sit,73,3.47,2.25,376,230,166
5056,3k,please,135,3.482868,1.22,286,207,159
1647,lcnl,day,376,3.5,1.58,1977,1582,1439
1952,3k,duck,72,3.5,1.64,390,50,20
6515,3k,smile,26,3.51,1.72,104,118,100
350,3k,bird,112,3.52,1.66,540,167,118
463,3k,blue,144,3.53,1.68,369,202,216
6178,3k,shirt,15,3.53,1.12,61,64,51
7478,lcnl,thanks,17,3.53,1.35,85,70,47
8406,lcnl,woof,33,3.53,1.87,30,6,0
2829,3k,good,366,3.55,1.61,1989,1342,1322
4193,3k,mad,16,3.55,1.5,154,93,59
368,3k,black,98,3.56,1.92,261,293,309
4583,3k,need,64,3.56,1.34,733,546,562
6727,3k,speak,22,3.56,1.38,50,107,132
6113,3k,she,1446,3.568124,1.39,8129,7181,6654
1552,3k,cup,36,3.57,1.99,41,55,43
2524,3k,friend,105,3.57,1.43,427,343,276
7780,3k,tree,206,3.57,1.61,807,501,358
7446,3k,ten,50,3.578781,1.49,200,184,168
252,3k,bear,197,3.58,1.68,902,320,165
359,3k,bite,24,3.58,1.3,54,46,43
639,3k,bread,58,3.58,1.61,142,102,83
1268,3k,coat,25,3.58,1.22,120,82,83
3684,3k,key,14,3.58,1.54,115,65,46
4483,3k,mouth,65,3.58,1.43,127,178,195
1770,3k,do,693,3.6,1.6,4560,3284,3113
5445,3k,rain,83,3.6,1.27,361,227,185
3721,3k,kiss,45,3.61,2.25,23,13,10
4147,3k,lunch,50,3.61,1.69,407,167,91
4618,3k,night,274,3.61,1.88,716,718,653
7700,3k,tooth,18,3.61,1.09,63,59,23
1231,3k,cloud,12,3.63,1.57,94,47,30
2014,3k,ear,32,3.63,1.92,28,74,70
2460,3k,fork,5,3.63,1.86,13,13,10
2559,3k,fruit,16,3.63,1.71,32,48,50
3215,3k,help,153,3.65,1.79,1631,917,754
582,3k,boy,129,3.67,1.88,952,675,614
2580,3k,fun,79,3.67,0.97,629,241,159
4960,3k,pie,41,3.67,1.64,31,22,20
6780,3k,splash,24,3.67,2.35,36,21,10
7024,lcnl,steps,9,3.67,1.41,139,162,131
529,3k,book,82,3.68,1.8,641,317,309
914,3k,cat,245,3.68,1.52,904,215,162
1793,3k,doll,2,3.68,1.34,61,30,27
4549,3k,name,112,3.68,1.53,635,533,469
5518,3k,red,181,3.68,1.63,892,372,316
7365,3k,talk,44,3.68,1.73,460,372,300
3276,3k,his,1313,3.685351,1.29,5402,6097,6917
3468,lcnl,in,2111,3.685351,1.86,10423,11031,14289
3983,3k,like,572,3.685351,1.89,3487,2649,2660
7545,3k,three,155,3.685351,1.5,578,532,576
7353,3k,tail,50,3.7,1.13,177,184,127
1238,3k,clown,12,3.72,1.93,41,20,10
3154,3k,have,638,3.72,1.96,4736,3798,4251
4731,3k,old,326,3.72,1.36,1100,1121,1050
5345,3k,put,206,3.72,2.3,1936,1267,973
5580,3k,rice,13,3.72,1.41,19,37,31
6676,3k,sound,59,3.72,1.53,208,338,343
820,3k,butt,5,3.73,1.86,0,3,3
78,lcnl,arms,28,3.738636,2.14,110,150,166
2135,3k,fast,111,3.738636,1.33,610,347,221
3231,3k,here,282,3.738636,1.94,2267,1324,1140
1366,3k,couch,2,3.74,1.85,1,12,11
1626,3k,dark,83,3.74,1.37,324,340,310
2082,lcnl,eye,23,3.75,1.71,49,118,131
2089,3k,face,61,3.75,2.2,376,435,483
3969,3k,lie,14,3.75,0.91,35,57,55
8618,3k,zoo,25,3.75,1.12,88,40,26
741,3k,brush,29,3.78,1.59,68,39,45
6651,3k,son,18,3.78,1.26,124,144,162
525,3k,boo,4,3.781264,2.29,15,8,0
4450,3k,more,260,3.781264,2.04,902,1159,1474
759,3k,bug,6,3.79,1.72,107,26,9
2919,3k,green,141,3.79,1.32,523,276,236
3870,3k,laugh,14,3.79,1.51,163,126,78
4010,3k,lip,4,3.79,1.13,4,11,13
5855,lcnl,scared,25,3.79,1.47,141,118,73
7476,3k,thank,76,3.79,1.72,248,115,73
7841,3k,truck,119,3.79,1.47,308,158,85
8113,3k,wall,27,3.79,1.75,109,160,170
8376,3k,wish,84,3.79,0.92,366,200,145
100,3k,aunt,11,3.8,1.61,147,179,144
3178,3k,hear,115,3.8,1.64,482,457,373
4990,3k,pink,31,3.8,1.61,20,43,40
3166,lcnl,he,2627,3.813235,1.41,14660,13284,13114
8307,3k,who,337,3.813235,1.41,1086,1133,1457
1756,3k,dirt,24,3.83,1.15,103,81,66
8532,3k,yell,10,3.83,1.5,39,26,18
4720,3k,off,225,3.834549,2.09,862,1001,1023
487,3k,boat,47,3.84,1.46,379,207,132
4969,3k,pig,57,3.84,2.03,310,97,46
5045,3k,plate,19,3.84,1.26,16,50,25
6765,3k,spill,1,3.84,1.64,5,5,4
6940,3k,stair,3,3.84,1.61,2,2,2
809,3k,bus,96,3.85,1.57,349,228,132
2130,3k,farm,15,3.85,1.5,161,138,122
8246,3k,what,679,3.855863,1.37,4928,3885,3879
3450,3k,ice,51,3.86,1.06,127,156,160
3695,lcnl,kids,32,3.861149,1.2,211,178,152
3323,3k,home,268,3.86652,1.88,1677,1094,939
4668,3k,not,830,3.887834,2.22,5662,3814,4116
288,3k,bell,48,3.89,1.68,248,108,80
1155,3k,clean,41,3.89,1.49,258,163,134
1428,3k,crawl,6,3.89,1.23,17,12,16
2043,3k,egg,38,3.89,1.85,133,90,53
5881,3k,school,127,3.89,1.37,1065,866,777
6964,3k,star,36,3.89,1.59,85,93,80
7032,3k,stick,37,3.89,1.57,163,128,112
7703,3k,top,104,3.89,1.53,394,368,326
8357,3k,wind,68,3.89,1.37,317,238,246
8420,3k,worm,4,3.89,1.37,40,19,12
34,3k,air,71,3.94,1.55,314,415,516
1384,3k,cow,59,3.94,1.63,154,66,48
2896,3k,grass,66,3.94,1.55,232,186,175
8507,3k,yard,21,3.94,1.7,134,140,105
1298,3k,cold,86,3.95,1.79,394,322,365
4608,3k,nice,85,3.95,1.51,333,232,170
4865,3k,pea,15,3.95,1.68,15,10,6
5039,3k,plant,3,3.95,1.65,216,124,108
6206,unl,shorts,7,3.95,1.13,6,3,4
6637,3k,soft,40,3.95,1.5,107,126,138
7864,3k,tub,5,3.95,1.64,31,10,18
7657,lcnl,to,3956,3.951776,1.39,24061,22273,24829
8325,3k,why,157,3.97309,2.11,1218,1084,927
7485,3k,the,9565,3.983747,2.33,50950,48534,57939
458,3k,blow,23,4,1.76,110,61,49
2725,3k,girl,80,4,1.89,643,401,356
3431,3k,hurt,22,4,1.45,213,214,160
3826,3k,lamp,5,4,2.08,18,26,28
4296,3k,mean,43,4,1.68,330,377,282
4315,cdi,meow,14,4,2.5,5,5,1
4874,3k,pear,3,4,1.7,0,1,2
6529,3k,smoke,16,4,1.5,52,101,91
7754,3k,train,155,4,1.71,222,127,95
8150,3k,wash,25,4,1.59,63,58,53
4734,lcnl,on,1441,4.005061,1.28,6973,6540,7316
93,lcnl,at,799,4.037032,1.37,5635,5090,5491
1017,3k,chew,15,4.05,1.51,7,11,12
1891,3k,dress,26,4.05,1.61,70,67,71
2259,3k,fish,115,4.05,1.61,908,366,237
3981,3k,light,61,4.05,1.99,356,353,454
4077,3k,look,223,4.05,1.68,2541,1488,1416
4498,3k,mud,20,4.05,1.61,81,86,61
4934,3k,pet,26,4.05,1.87,277,106,62
6263,3k,sick,27,4.05,2.09,232,170,145
3690,3k,kick,4,4.06,1.73,20,19,20
8300,3k,white,89,4.06,1.66,360,377,403
312,3k,best,105,4.090317,1.66,395,372,339
8263,3k,where,309,4.090317,2.06,1477,1177,1308
3104,3k,ham,13,4.1,1.48,47,14,9
5049,3k,play,126,4.1,2.59,1169,470,322
8570,3k,your,510,4.100974,1.92,2554,2406,2815
649,3k,breathe,1,4.11,1.88,30,37,39
1871,3k,draw,13,4.11,1.13,134,69,72
1946,3k,dry,26,4.11,1.33,137,133,170
3060,3k,guy,10,4.11,1.91,25,51,38
4950,3k,phone,13,4.11,1.49,90,90,69
5502,3k,read,86,4.11,1.68,529,494,520
5685,lcnl,rooms,3,4.11,1.56,41,40,39
6607,3k,snow,124,4.11,2.31,236,211,229
6881,3k,square,38,4.11,1.18,16,31,48
7020,3k,step,34,4.11,1.37,80,80,71
7719,3k,toss,2,4.11,1.45,9,4,9
7891,3k,turn,67,4.11,1.73,224,294,307
7573,3k,throw,26,4.14,1.46,84,77,72
4745,lcnl,or,311,4.143602,1.25,931,1553,2536
3361,3k,horse,37,4.15,1.46,246,233,232
3755,3k,knife,6,4.15,1.8,20,46,42
3821,3k,lamb,8,4.15,1.81,24,16,14
6474,3k,slow,65,4.15,1.76,105,81,77
7306,3k,swing,14,4.16,2.03,19,24,22
8128,3k,want,169,4.16,2.32,2034,1248,985
1292,3k,coin,4,4.17,1.25,8,10,10
2166,3k,feed,13,4.17,1.58,86,75,65
6369,3k,sky,104,4.17,1.89,404,254,205
6572,lcnl,sneeze,24,4.17,1.58,2,2,3
7303,3k,swim,22,4.17,1.72,237,115,75
7962,lcnl,us,177,4.18623,2.07,997,883,909
1727,3k,dig,33,4.19,2.34,108,52,45
728,3k,brown,77,4.196887,1.31,264,162,151
5941,3k,scream,8,4.2,1.58,11,20,16
7287,3k,sweep,5,4.2,1.61,1,8,13
295,3k,bench,1,4.21,1.81,55,30,29
4867,3k,peach,8,4.21,1.27,7,15,8
1037,3k,chin,16,4.22,4.1,26,24,28
1322,3k,cook,15,4.22,1.31,161,76,53
5555,3k,rest,49,4.22,2.53,199,221,235
5683,3k,room,97,4.22,1.44,849,710,718
5854,3k,scare,4,4.22,1.26,35,21,10
6511,3k,smell,36,4.22,1.44,112,113,94
6941,lcnl,stairs,36,4.22,1.86,93,95,75
6988,3k,stay,36,4.22,2.21,438,348,301
7115,3k,straw,11,4.22,1.26,38,47,35
7811,3k,trip,22,4.22,1.9,117,120,120
8353,3k,win,13,4.22,1.31,138,88,65
8476,3k,wrong,32,4.22,1.48,158,191,168
45,3k,all,1080,4.239515,1.4,3931,3788,3965
4072,3k,long,229,4.239515,1.83,966,1098,1146
4367,3k,mine,39,4.239515,2.42,116,104,93
7936,3k,two,236,4.239515,2.06,1053,1180,1369
8261,3k,when,675,4.239515,1.8,2676,3114,3651
2576,3k,full,71,4.24,1.61,92,167,192
6130,3k,sheep,62,4.25,1.52,192,84,76
575,3k,bowl,14,4.26,2.28,59,64,38
963,3k,change,21,4.26,1.66,137,214,217
1579,3k,cute,6,4.26,1.45,6,18,11
2624,3k,game,18,4.26,1.82,337,201,161
4788,3k,pain,4,4.26,1.52,31,52,57
5342,3k,push,13,4.26,1.85,91,84,58
6306,3k,sip,2,4.26,1.37,5,2,3
6652,3k,song,53,4.26,1.73,58,56,52
7399,3k,taste,22,4.26,1.76,42,39,50
7440,3k,tell,156,4.26,2.05,1243,1107,962
8163,3k,wave,7,4.26,1.59,16,27,35
131,3k,bag,38,4.28,1.56,252,170,124
404,3k,bleed,1,4.28,1.56,1,1,1
2065,3k,end,93,4.28,2.61,296,327,384
2733,3k,give,103,4.28,1.93,570,523,477
3693,3k,kid,19,4.28,1.56,107,109,74
4324,3k,mess,19,4.28,1.45,72,45,23
580,3k,box,86,4.3,1.66,653,267,174
2777,3k,glove,4,4.3,1.63,6,14,7
3964,3k,lick,4,4.3,1.53,14,10,7
8098,3k,wait,78,4.3,1.89,424,321,203
59,3k,ant,2,4.32,1.57,114,27,13
869,3k,can,507,4.32,2.26,5068,2608,2656
1368,3k,cough,4,4.32,2.11,1,4,7
2543,3k,frog,117,4.32,1.45,876,101,28
6205,3k,short,27,4.32,1.73,94,142,164
6278,3k,sign,28,4.32,1.45,247,133,120
7092,3k,stove,3,4.32,1.86,25,37,48
1005,3k,cheese,37,4.33,1.75,32,31,32
1826,lcnl,dot,23,4.33,1.41,59,12,7
8157,3k,watch,57,4.33,1.61,284,294,258
2817,3k,god,25,4.346085,2.38,27,47,58
3858,3k,last,119,4.346085,1.83,632,675,653
4185,lcnl,ma,48,4.346085,2.74,15,80,84
4605,3k,next,144,4.346085,1.86,972,841,688
4755,3k,our,209,4.346085,1.53,621,709,909
5598,3k,right,257,4.346085,1.59,1499,1410,1229
8565,3k,you,2280,4.346085,1.88,15472,11867,12090
777,3k,bump,40,4.35,1.6,67,41,14
7606,cdi,tickle,29,4.35,2.6,10,3,1
6974,3k,start,33,4.37,1.74,227,208,210
7359,3k,take,164,4.37,1.89,1347,1036,1013
19,3k,age,1,4.38,1.36,29,62,91
2255,3k,first,138,4.388713,1.31,745,994,1181
2451,3k,for,1177,4.388713,1.97,5851,5615,6423
3233,3k,hers,1,4.388713,1.48,10,15,12
3117,3k,hard,76,4.39,2.15,573,581,543
6959,3k,stand,41,4.39,1.79,228,198,201
3484,lcnl,it,1687,4.39937,1.95,12605,11006,11906
3624,3k,juice,11,4.4,2.21,13,29,33
8251,3k,wheel,8,4.4,2.09,37,67,80
692,3k,bring,34,4.42,2.46,171,175,190
1207,3k,clock,16,4.42,1.46,112,67,60
3663,3k,keep,67,4.42,2.04,496,530,579
3745,3k,knee,8,4.42,2.52,14,23,24
4009,cdi,lion,54,4.42,1.74,225,109,74
4299,3k,meat,11,4.42,1.57,50,93,103
5380,3k,queen,29,4.42,1.57,66,58,51
7385,3k,tape,1,4.42,1.43,51,27,15
7587,3k,thumb,18,4.42,2.36,15,19,13
7856,3k,truth,10,4.42,2.06,20,41,42
8412,3k,word,25,4.42,1.74,228,276,311
1578,3k,cut,32,4.43,1.72,316,241,205
2373,3k,floor,56,4.44,1.98,246,227,250
3908,3k,learn,15,4.44,1.42,192,256,269
6914,cdi,squirrel,6,4.44,1.92,105,34,19
7069,3k,stone,19,4.44,1.2,115,110,115
2545,3k,from,370,4.441998,2.24,2044,2639,3623
3433,3k,hush,20,4.441998,1.88,6,13,8
8382,3k,with,1127,4.441998,1.59,4181,4111,5084
762,3k,build,28,4.45,1.57,41,100,96
4792,3k,paint,15,4.45,1.32,225,66,54
954,3k,chalk,5,4.47,1.17,6,7,11
2745,3k,glass,19,4.47,1.65,97,111,115
3251,3k,hide,24,4.47,2.14,178,83,68
4825,3k,park,20,4.47,1.87,231,126,104
5667,3k,roll,11,4.47,2.12,71,59,47
5745,3k,run,100,4.47,1.9,734,399,322
6092,3k,shape,6,4.47,1.87,53,75,86
6301,3k,sink,9,4.47,2.04,29,32,28
7689,3k,tongue,14,4.47,2.87,21,38,44
7770,3k,trash,19,4.47,1.78,16,17,21
6350,3k,skin,7,4.48,1.69,62,75,90
5157,3k,pop,29,4.484626,1.59,38,40,23
7913,3k,twelve,9,4.484626,1.1,24,41,57
190,3k,barn,20,4.5,1.62,50,81,79
1221,3k,close,38,4.5,1.82,206,269,251
1973,3k,dumb,5,4.5,1.5,28,27,21
3773,3k,know,257,4.5,2.12,2010,1924,1730
4646,3k,noise,49,4.5,2.2,213,157,111
7963,3k,use,38,4.5,1.82,436,474,666
8392,3k,wolf,43,4.5,1.79,247,81,39
2269,3k,five,59,4.50594,1.36,168,226,224
8571,lcnl,yours,9,4.50594,2.12,48,60,48
2555,3k,frown,3,4.52,1.69,8,11,9
773,3k,bull,15,4.53,2.29,25,15,22
1722,3k,die,10,4.53,1.78,44,93,62
3953,3k,let,119,4.53,2.09,919,662,613
4981,3k,pin,8,4.53,1.39,22,10,15
5613,3k,ring,29,4.53,1.87,102,90,76
7289,3k,sweet,45,4.53,2.46,35,63,64
8083,3k,wag,1,4.53,1.9,3,3,1
4111,3k,loud,42,4.537911,1.51,123,140,108
4719,lcnl,of,2203,4.548568,2.36,8779,11938,17271
5118,3k,point,12,4.55,1.61,34,79,100
5634,3k,road,47,4.55,2.44,250,279,249
54,3k,and,6832,4.569882,1.94,17513,19697,24657
1326,3k,cool,14,4.58,2.32,60,93,113
2262,3k,fist,1,4.58,1.64,4,18,16
3254,3k,high,91,4.58,2.24,243,344,407
3724,3k,kite,10,4.58,1.64,127,32,25
4528,3k,must,148,4.58,2.36,818,792,834
6009,3k,seat,16,4.58,1.92,99,109,95
7126,3k,street,74,4.58,2.48,563,369,284
7164,3k,strong,32,4.58,1.87,130,158,191
7513,3k,thing,162,4.58,1.61,640,585,607
8403,3k,wood,31,4.58,2.04,137,128,128
4494,3k,much,138,4.580539,1.24,698,820,975
7519,3k,third,18,4.580539,1.93,53,98,105
3890,3k,leaf,11,4.6,2.37,30,30,24
817,3k,but,1097,4.601853,2.45,5172,4711,5113
4756,unl,ours,2,4.601853,2.05,8,14,14
4772,lcnl,pa,47,4.601853,2.82,30,73,91
915,3k,catch,53,4.61,2.07,187,192,146
1355,3k,corn,24,4.61,2.64,42,85,84
3818,3k,lake,5,4.61,1.72,202,129,112
5736,3k,rug,8,4.61,1.61,32,34,22
7778,3k,treat,8,4.61,2.03,6,19,18
8568,3k,young,44,4.61,1.5,157,297,401
4268,3k,mat,16,4.62,2.22,27,13,9
4486,3k,move,33,4.62,1.75,392,382,381
7651,lcnl,tired,77,4.62,2.58,225,208,163
1615,3k,dance,89,4.63,1.57,55,60,51
1940,3k,drum,16,4.63,2.19,21,12,19
3764,3k,knock,20,4.63,2.06,20,28,32
5803,3k,sand,26,4.63,2.31,135,105,112
8182,3k,wear,39,4.63,2.43,81,106,108
4201,3k,mail,18,4.65,2.01,69,37,29
6505,3k,smash,8,4.65,2.03,3,3,3
7149,unl,striped,10,4.65,2.03,9,8,6
8135,3k,warm,51,4.65,1.79,242,241,277
1313,3k,cone,5,4.67,2.57,14,10,9
2784,3k,glue,2,4.67,1.08,13,6,9
3316,3k,hold,47,4.67,2.89,175,214,212
5586,3k,ride,49,4.67,2.17,328,195,172
6388,3k,slap,2,4.67,2.3,5,2,6
7413,3k,teach,10,4.67,1.64,46,52,46
7660,3k,toast,13,4.67,3.34,5,18,18
2479,3k,fourth,6,4.676452,1.29,14,21,38
343,3k,bin,3,4.68,2.67,1,5,4
554,3k,born,22,4.68,1.97,30,95,119
4213,3k,make,233,4.68,1.77,1380,1258,1453
6353,3k,skip,8,4.68,1.95,6,12,12
1150,3k,claw,2,4.7,2.2,6,4,2
4124,3k,low,18,4.7,1.22,62,112,151
2115,3k,fall,45,4.71,2.63,273,173,174
4722,unl,oh,351,4.71908,1.85,867,597,477
4601,3k,new,174,4.72,2.14,879,794,945
4769,lcnl,ox,2,4.72,1.96,27,16,13
4809,3k,pan,6,4.72,1.53,100,41,18
5739,3k,rule,15,4.72,1.49,24,57,40
6016,3k,seed,9,4.72,2.24,20,29,38
6211,3k,shout,21,4.72,1.49,28,38,31
6265,3k,side,79,4.72,1.27,413,429,422
855,3k,call,76,4.74,1.85,341,315,268
1069,3k,choose,22,4.74,1.79,12,51,60
1497,3k,cross,24,4.74,1.76,56,71,82
3979,3k,lift,8,4.74,1.91,27,39,43
4294,3k,meal,10,4.74,1.56,20,41,49
4303,3k,meet,27,4.74,1.73,101,129,138
5993,3k,sea,46,4.74,1.56,240,243,225
7611,3k,tie,10,4.74,1.82,53,36,31
3279,3k,hit,13,4.75,2.83,263,189,145
5706,3k,round,88,4.75,2.05,106,120,158
7515,3k,think,265,4.75,1.55,1417,1313,1353
7082,3k,store,23,4.76,1.92,333,225,192
561,3k,both,52,4.772365,1.57,213,268,333
4079,lcnl,looks,44,4.772365,1.41,418,237,179
8381,3k,witch,7,4.78,1.4,5,12,16
332,3k,bike,33,4.79,1.65,173,87,59
437,3k,block,16,4.79,3.08,87,65,59
2156,3k,fear,20,4.79,1.93,15,46,75
2999,3k,grow,45,4.79,1.93,298,301,320
5310,3k,pull,25,4.79,1.93,116,113,104
5640,3k,roar,7,4.79,2.25,25,42,25
6430,3k,slide,16,4.79,2.3,12,21,24
8362,3k,wing,9,4.79,1.84,20,21,19
239,3k,beach,27,4.8,1.54,82,81,83
4258,3k,mask,2,4.8,2.46,28,17,16
6656,3k,soon,115,4.82565,1.88,616,558,486
4434,3k,moon,88,4.83,2.31,196,119,143
8053,3k,voice,64,4.83,1.54,213,387,359
8369,3k,wipe,5,4.83,2.07,3,2,8
253,3k,beard,5,4.84,1.8,4,13,17
3348,3k,hop,36,4.84,2.17,107,19,16
3356,3k,horn,20,4.84,1.01,16,27,23
6097,3k,share,16,4.84,1.86,39,48,52
6322,3k,size,7,4.84,2.48,54,72,93
6649,3k,some,316,4.846964,2.44,2171,1973,2260
217,3k,bat,26,4.85,1.73,51,32,22
2399,3k,fluff,4,4.85,1.57,10,0,2
3998,3k,line,35,4.85,2.52,181,174,206
7237,3k,sure,89,4.85,1.46,467,589,564
545,lcnl,boots,12,4.86,2.71,50,48,43
2125,3k,far,61,4.878935,1.57,377,369,389
7501,3k,they,1078,4.878935,1.87,5819,5999,6632
1881,3k,dream,18,4.88,1.95,61,68,67
447,3k,blood,4,4.89,1.64,34,63,75
783,3k,bunch,15,4.89,1.78,24,29,19
1761,3k,dish,12,4.89,2.42,41,31,10
2512,3k,freeze,8,4.89,1.76,4,8,13
2990,3k,ground,52,4.89,2.3,325,317,335
3044,3k,gum,6,4.89,1.13,15,18,19
3349,3k,hope,40,4.89,2.11,136,113,107
3707,3k,kind,47,4.89,1.23,256,352,436
4961,3k,piece,21,4.89,1.7,114,155,174
5500,3k,reach,24,4.89,2.79,67,73,95
6257,3k,shut,35,4.89,2.17,73,87,90
6405,lcnl,sled,3,4.89,1.88,17,21,26
6680,3k,sour,5,4.89,2.18,3,8,8
7421,3k,tear,1,4.89,1.97,21,18,20
8372,3k,wire,10,4.89,1.78,18,35,39
8470,3k,write,24,4.89,1.64,276,246,221
810,3k,bush,18,4.9,2.1,20,21,31
3397,3k,huge,17,4.9,3.14,30,80,116
7491,3k,them,458,4.900249,2.16,1948,2256,2666
8404,lcnl,woods,19,4.930784,1.62,216,143,126
1844,3k,down,522,4.93222,1.96,2635,2173,1958
2477,3k,four,81,4.93222,2.48,222,249,293
7523,3k,this,538,4.93222,2.09,3899,2990,3591
4481,3k,mouse,111,4.94,1.76,442,171,82
6413,3k,sleeve,2,4.94,2.13,3,11,10
7087,3k,storm,15,4.94,2.51,32,69,73
7144,3k,string,18,4.94,1.7,93,74,57
573,3k,bow,26,4.95,2.22,15,25,30
1145,3k,class,16,4.95,1.36,182,181,177
5015,3k,place,104,4.95,1.96,720,670,756
5031,3k,plane,11,4.95,2.3,86,89,64
5122,3k,poke,1,4.95,2.37,1,3,5
5505,3k,real,35,4.95,1.43,221,241,236
7368,3k,tall,37,4.95,3.24,217,225,193
2013,3k,each,95,4.953534,1.53,566,741,955
4735,3k,once,129,4.974848,2.32,338,463,547
223,3k,bathe,2,5,2.11,0,2,3
267,3k,bee,44,5,1.97,55,54,30
1002,3k,cheer,9,5,1.67,8,10,12
2271,3k,fix,13,5,1.88,151,76,41
3123,3k,harm,13,5,1.41,17,28,30
4104,3k,loss,1,5,2.38,1,3,9
5188,3k,pour,2,5,1.88,5,10,10
5678,3k,roof,9,5,2.52,154,82,77
6035,3k,self,2,5,1.89,7,3,3
6769,3k,spin,9,5,2.43,26,29,15
6806,3k,sponge,2,5,2.05,1,1,2
7182,3k,stuff,9,5,1.78,41,64,67
7350,3k,tag,12,5,1.81,45,18,6
7533,3k,those,104,5.006819,2.27,262,339,403
2483,3k,fox,47,5.017476,1.78,270,113,70
8171,lcnl,we,610,5.03879,1.66,4846,3286,3235
1014,3k,chest,9,5.05,2.09,17,47,52
2708,3k,gift,9,5.05,1.87,44,28,30
2910,3k,great,131,5.05,1.23,373,399,498
3318,3k,hole,44,5.05,2.17,251,189,99
3485,3k,itch,2,5.05,1.08,6,2,3
5795,3k,salt,16,5.05,2.2,19,38,52
842,3k,cage,9,5.06,1.3,58,76,49
