,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
7115,3k,straw,11.0,2.397895273,7.383885707999999,4.22,1.26,1.688,38.0,47.0,35.0
6511,3k,smell,36.0,3.583518938,6.090365072999999,4.22,1.44,1.688,112.0,113.0,94.0
7811,3k,trip,22.0,3.091042453,6.627659085,4.22,1.9,1.688,117.0,120.0,120.0
5683,3k,room,97.0,4.574710979,5.008970197,4.22,1.44,1.688,849.0,710.0,718.0
8353,3k,win,13.0,2.5649493569999997,7.201628967,4.22,1.31,1.688,138.0,88.0,65.0
1322,3k,cook,15.0,2.7080502010000003,7.045505317000001,4.22,1.31,1.688,161.0,76.0,53.0
5555,3k,rest,49.0,3.8918202980000003,5.7540069339999995,4.22,2.53,1.688,199.0,221.0,235.0
6941,lcnl,stairs,36.0,3.583518938,6.090365072999999,4.22,1.86,1.688,93.0,95.0,75.0
1037,3k,chin,16.0,2.772588722,6.975093507,4.22,4.1,1.688,26.0,24.0,28.0
8476,3k,wrong,32.0,3.465735903,6.218866883,4.22,1.48,1.688,158.0,191.0,168.0
5854,3k,scare,4.0,1.386294361,8.487546753,4.22,1.26,1.688,35.0,21.0,10.0
6988,3k,stay,36.0,3.583518938,6.090365072999999,4.22,2.21,1.688,438.0,348.0,301.0
8261,3k,when,675.0,6.514712691000001,2.892419794,4.239515000000001,1.8,1.6958060000000004,2676.0,3114.0,3651.0
7936,3k,two,236.0,5.463831805,4.038935464,4.239515000000001,2.06,1.6958060000000004,1053.0,1180.0,1369.0
4367,3k,mine,39.0,3.6635616460000002,6.003038127000001,4.239515000000001,2.42,1.6958060000000004,116.0,104.0,93.0
4072,3k,long,229.0,5.433722004,4.07178539,4.239515000000001,1.83,1.6958060000000004,966.0,1098.0,1146.0
45,3k,all,1080.0,6.98471632,2.3796437669999997,4.239515000000001,1.4,1.6958060000000004,3931.0,3788.0,3965.0
2576,3k,full,71.0,4.262679877,5.3493975019999995,4.24,1.61,1.6960000000000002,92.0,167.0,192.0
6130,3k,sheep,62.0,4.127134385,5.49727823,4.25,1.52,1.7,192.0,84.0,76.0
963,3k,change,21.0,3.044522438,6.678412627,4.26,1.66,1.704,137.0,214.0,217.0
6306,3k,sip,2.0,0.693147181,9.243773377,4.26,1.37,1.704,5.0,2.0,3.0
7440,3k,tell,156.0,5.049856007,4.490584881,4.26,2.05,1.704,1243.0,1107.0,962.0
1579,3k,cute,6.0,1.791759469,8.045182537,4.26,1.45,1.704,6.0,18.0,11.0
5342,3k,push,13.0,2.5649493569999997,7.201628967,4.26,1.85,1.704,91.0,84.0,58.0
8163,3k,wave,7.0,1.9459101490000001,7.877003467000001,4.26,1.59,1.704,16.0,27.0,35.0
7399,3k,taste,22.0,3.091042453,6.627659085,4.26,1.76,1.704,42.0,39.0,50.0
6652,3k,song,53.0,3.9702919139999997,5.668394056,4.26,1.73,1.704,58.0,56.0,52.0
2624,3k,game,18.0,2.890371758,6.846591697000001,4.26,1.82,1.704,337.0,201.0,161.0
575,3k,bowl,14.0,2.63905733,7.120776844,4.26,2.28,1.704,59.0,64.0,38.0
4788,3k,pain,4.0,1.386294361,8.487546753,4.26,1.52,1.704,31.0,52.0,57.0
2065,3k,end,93.0,4.532599493,5.054914013,4.28,2.61,1.7120000000000002,296.0,327.0,384.0
131,3k,bag,38.0,3.63758616,6.031377497,4.28,1.56,1.7120000000000002,252.0,170.0,124.0
4324,3k,mess,19.0,2.9444389789999996,6.78760412,4.28,1.45,1.7120000000000002,72.0,45.0,23.0
3693,3k,kid,19.0,2.9444389789999996,6.78760412,4.28,1.56,1.7120000000000002,107.0,109.0,74.0
404,3k,bleed,1.0,0.0,10.0,4.28,1.56,1.7120000000000002,1.0,1.0,1.0
2733,3k,give,103.0,4.634728988,4.943490285,4.28,1.93,1.7120000000000002,570.0,523.0,477.0
2777,3k,glove,4.0,1.386294361,8.487546753,4.3,1.63,1.72,6.0,14.0,7.0
580,3k,box,86.0,4.454347296,5.140287504,4.3,1.66,1.72,653.0,267.0,174.0
3964,3k,lick,4.0,1.386294361,8.487546753,4.3,1.53,1.72,14.0,10.0,7.0
8098,3k,wait,78.0,4.356708827,5.246811504,4.3,1.89,1.72,424.0,321.0,203.0
6205,3k,short,27.0,3.295836866,6.40422748,4.32,1.73,1.7280000000000002,94.0,142.0,164.0
2543,3k,frog,117.0,4.762173935,4.8044472869999995,4.32,1.45,1.7280000000000002,876.0,101.0,28.0
1368,3k,cough,4.0,1.386294361,8.487546753,4.32,2.11,1.7280000000000002,1.0,4.0,7.0
869,3k,can,507.0,6.228511004,3.204667094,4.32,2.26,1.7280000000000002,5068.0,2608.0,2656.0
59,3k,ant,2.0,0.693147181,9.243773377,4.32,1.57,1.7280000000000002,114.0,27.0,13.0
6278,3k,sign,28.0,3.33220451,6.36455022,4.32,1.45,1.7280000000000002,247.0,133.0,120.0
7092,3k,stove,3.0,1.098612289,8.80140916,4.32,1.86,1.7280000000000002,25.0,37.0,48.0
1826,lcnl,dot,23.0,3.135494216,6.579162017000001,4.33,1.41,1.732,59.0,12.0,7.0
1005,3k,cheese,37.0,3.610917913,6.060472672,4.33,1.75,1.732,32.0,31.0,32.0
8157,3k,watch,57.0,4.043051268,5.58901328,4.33,1.61,1.732,284.0,294.0,258.0
2817,3k,god,25.0,3.218875825,6.488192314,4.346085,2.38,1.7384340000000003,27.0,47.0,58.0
3858,3k,last,119.0,4.779123493,4.785955244,4.346085,1.83,1.7384340000000003,632.0,675.0,653.0
5598,3k,right,257.0,5.549076085,3.94593358,4.346085,1.59,1.7384340000000003,1499.0,1410.0,1229.0
4185,lcnl,ma,48.0,3.871201011,5.776502667000001,4.346085,2.74,1.7384340000000003,15.0,80.0,84.0
4605,3k,next,144.0,4.9698133,4.577911827,4.346085,1.86,1.7384340000000003,972.0,841.0,688.0
8565,3k,you,2280.0,7.731930722,1.5644295680000002,4.346085,1.88,1.7384340000000003,15472.0,11867.0,12090.0
4755,3k,our,209.0,5.342334252,4.1714898289999995,4.346085,1.53,1.7384340000000003,621.0,709.0,909.0
777,3k,bump,40.0,3.688879454,5.975416287000001,4.35,1.6,1.7399999999999998,67.0,41.0,14.0
7606,cdi,tickle,29.0,3.36729583,6.326265436,4.35,2.6,1.7399999999999998,10.0,3.0,1.0
7359,3k,take,164.0,5.099866428,4.436023292,4.37,1.89,1.748,1347.0,1036.0,1013.0
6974,3k,start,33.0,3.496507561,6.185294868,4.37,1.74,1.748,227.0,208.0,210.0
19,3k,age,1.0,0.0,10.0,4.38,1.36,1.752,29.0,62.0,91.0
2451,3k,for,1177.0,7.070724107,2.285808893,4.388713,1.97,1.7554852,5851.0,5615.0,6423.0
3233,3k,hers,1.0,0.0,10.0,4.388713,1.48,1.7554852,10.0,15.0,12.0
2255,3k,first,138.0,4.927253685,4.624344553,4.388713,1.31,1.7554852,745.0,994.0,1181.0
6959,3k,stand,41.0,3.713572067,5.9484765379999995,4.39,1.79,1.7559999999999998,228.0,198.0,201.0
3117,3k,hard,76.0,4.33073334,5.2751508739999995,4.39,2.15,1.7559999999999998,573.0,581.0,543.0
3484,lcnl,it,1687.0,7.430707083,1.8930658830000002,4.39937,1.95,1.759748,12605.0,11006.0,11906.0
3624,3k,juice,11.0,2.397895273,7.383885707999999,4.4,2.21,1.7600000000000002,13.0,29.0,33.0
8251,3k,wheel,8.0,2.079441542,7.73132013,4.4,2.09,1.7600000000000002,37.0,67.0,80.0
3745,3k,knee,8.0,2.079441542,7.73132013,4.42,2.52,1.768,14.0,23.0,24.0
4009,cdi,lion,54.0,3.9889840469999998,5.648000857,4.42,1.74,1.768,225.0,109.0,74.0
692,3k,bring,34.0,3.526360525,6.152725154,4.42,2.46,1.768,171.0,175.0,190.0
8412,3k,word,25.0,3.218875825,6.488192314,4.42,1.74,1.768,228.0,276.0,311.0
3663,3k,keep,67.0,4.204692618999999,5.412661855,4.42,2.04,1.768,496.0,530.0,579.0
7587,3k,thumb,18.0,2.890371758,6.846591697000001,4.42,2.36,1.768,15.0,19.0,13.0
1207,3k,clock,16.0,2.772588722,6.975093507,4.42,1.46,1.768,112.0,67.0,60.0
5380,3k,queen,29.0,3.36729583,6.326265436,4.42,1.57,1.768,66.0,58.0,51.0
7385,3k,tape,1.0,0.0,10.0,4.42,1.43,1.768,51.0,27.0,15.0
4299,3k,meat,11.0,2.397895273,7.383885707999999,4.42,1.57,1.768,50.0,93.0,103.0
7856,3k,truth,10.0,2.3025850930000002,7.487869534,4.42,2.06,1.768,20.0,41.0,42.0
1578,3k,cut,32.0,3.465735903,6.218866883,4.43,1.72,1.7719999999999998,316.0,241.0,205.0
6914,cdi,squirrel,6.0,1.791759469,8.045182537,4.44,1.92,1.7760000000000002,105.0,34.0,19.0
3908,3k,learn,15.0,2.7080502010000003,7.045505317000001,4.44,1.42,1.7760000000000002,192.0,256.0,269.0
7069,3k,stone,19.0,2.9444389789999996,6.78760412,4.44,1.2,1.7760000000000002,115.0,110.0,115.0
2373,3k,floor,56.0,4.025351691,5.608323597,4.44,1.98,1.7760000000000002,246.0,227.0,250.0
2545,3k,from,370.0,5.913503006,3.548342206,4.441998,2.24,1.7767992,2044.0,2639.0,3623.0
8382,3k,with,1127.0,7.0273145139999995,2.33316895,4.441998,1.59,1.7767992,4181.0,4111.0,5084.0
3433,3k,hush,20.0,2.995732274,6.731642911000001,4.441998,1.88,1.7767992,6.0,13.0,8.0
4792,3k,paint,15.0,2.7080502010000003,7.045505317000001,4.45,1.32,1.78,225.0,66.0,54.0
762,3k,build,28.0,3.33220451,6.36455022,4.45,1.57,1.78,41.0,100.0,96.0
4825,3k,park,20.0,2.995732274,6.731642911000001,4.47,1.87,1.7879999999999998,231.0,126.0,104.0
5667,3k,roll,11.0,2.397895273,7.383885707999999,4.47,2.12,1.7879999999999998,71.0,59.0,47.0
2745,3k,glass,19.0,2.9444389789999996,6.78760412,4.47,1.65,1.7879999999999998,97.0,111.0,115.0
3251,3k,hide,24.0,3.17805383,6.53272929,4.47,2.14,1.7879999999999998,178.0,83.0,68.0
6301,3k,sink,9.0,2.197224577,7.60281832,4.47,2.04,1.7879999999999998,29.0,32.0,28.0
5745,3k,run,100.0,4.6051701860000005,4.975739068,4.47,1.9,1.7879999999999998,734.0,399.0,322.0
954,3k,chalk,5.0,1.609437912,8.244096157000001,4.47,1.17,1.7879999999999998,6.0,7.0,11.0
6092,3k,shape,6.0,1.791759469,8.045182537,4.47,1.87,1.7879999999999998,53.0,75.0,86.0
7770,3k,trash,19.0,2.9444389789999996,6.78760412,4.47,1.78,1.7879999999999998,16.0,17.0,21.0
7689,3k,tongue,14.0,2.63905733,7.120776844,4.47,2.87,1.7879999999999998,21.0,38.0,44.0
6350,3k,skin,7.0,1.9459101490000001,7.877003467000001,4.48,1.69,1.7920000000000003,62.0,75.0,90.0
5157,3k,pop,29.0,3.36729583,6.326265436,4.4846260000000004,1.59,1.7938504000000002,38.0,40.0,23.0
7913,3k,twelve,9.0,2.197224577,7.60281832,4.4846260000000004,1.1,1.7938504000000002,24.0,41.0,57.0
8392,3k,wolf,43.0,3.7612001160000004,5.8965141270000005,4.5,1.79,1.8,247.0,81.0,39.0
1221,3k,close,38.0,3.63758616,6.031377497,4.5,1.82,1.8,206.0,269.0,251.0
3773,3k,know,257.0,5.549076085,3.94593358,4.5,2.12,1.8,2010.0,1924.0,1730.0
190,3k,barn,20.0,2.995732274,6.731642911000001,4.5,1.62,1.8,50.0,81.0,79.0
1973,3k,dumb,5.0,1.609437912,8.244096157000001,4.5,1.5,1.8,28.0,27.0,21.0
7963,3k,use,38.0,3.63758616,6.031377497,4.5,1.82,1.8,436.0,474.0,666.0
4646,3k,noise,49.0,3.8918202980000003,5.7540069339999995,4.5,2.2,1.8,213.0,157.0,111.0
2269,3k,five,59.0,4.077537444,5.551388711,4.505940000000001,1.36,1.8023760000000002,168.0,226.0,224.0
8571,lcnl,yours,9.0,2.197224577,7.60281832,4.505940000000001,2.12,1.8023760000000002,48.0,60.0,48.0
2555,3k,frown,3.0,1.098612289,8.80140916,4.52,1.69,1.8079999999999998,8.0,11.0,9.0
3953,3k,let,119.0,4.779123493,4.785955244,4.53,2.09,1.812,919.0,662.0,613.0
773,3k,bull,15.0,2.7080502010000003,7.045505317000001,4.53,2.29,1.812,25.0,15.0,22.0
8083,3k,wag,1.0,0.0,10.0,4.53,1.9,1.812,3.0,3.0,1.0
1722,3k,die,10.0,2.3025850930000002,7.487869534,4.53,1.78,1.812,44.0,93.0,62.0
7289,3k,sweet,45.0,3.80666249,5.846914477,4.53,2.46,1.812,35.0,63.0,64.0
5613,3k,ring,29.0,3.36729583,6.326265436,4.53,1.87,1.812,102.0,90.0,76.0
4981,3k,pin,8.0,2.079441542,7.73132013,4.53,1.39,1.812,22.0,10.0,15.0
4111,3k,loud,42.0,3.737669618,5.922186003999999,4.537911000000001,1.51,1.8151644000000005,123.0,140.0,108.0
4719,lcnl,of,2203.0,7.697575347000001,1.6019114330000002,4.548568000000001,2.36,1.8194272000000005,8779.0,11938.0,17271.0
5634,3k,road,47.0,3.850147602,5.7994720289999995,4.55,2.44,1.8199999999999998,250.0,279.0,249.0
5118,3k,point,12.0,2.48490665,7.288955913,4.55,1.61,1.8199999999999998,34.0,79.0,100.0
54,3k,and,6832.0,8.829372735,0.36711550299999995,4.569882000000001,1.94,1.8279528000000003,17513.0,19697.0,24657.0
2262,3k,fist,1.0,0.0,10.0,4.58,1.64,1.832,4.0,18.0,16.0
1326,3k,cool,14.0,2.63905733,7.120776844,4.58,2.32,1.832,60.0,93.0,113.0
7126,3k,street,74.0,4.304065093,5.304246049,4.58,2.48,1.832,563.0,369.0,284.0
6009,3k,seat,16.0,2.772588722,6.975093507,4.58,1.92,1.832,99.0,109.0,95.0
8403,3k,wood,31.0,3.4339872039999997,6.253504853,4.58,2.04,1.832,137.0,128.0,128.0
3254,3k,high,91.0,4.510859507,5.078632434,4.58,2.24,1.832,243.0,344.0,407.0
7513,3k,thing,162.0,5.087596335,4.449410017,4.58,1.61,1.832,640.0,585.0,607.0
7164,3k,strong,32.0,3.465735903,6.218866883,4.58,1.87,1.832,130.0,158.0,191.0
3724,3k,kite,10.0,2.3025850930000002,7.487869534,4.58,1.64,1.832,127.0,32.0,25.0
4528,3k,must,148.0,4.997212274,4.548019425,4.58,2.36,1.832,818.0,792.0,834.0
7519,3k,third,18.0,2.890371758,6.846591697000001,4.580539,1.93,1.8322156,53.0,98.0,105.0
4494,3k,much,138.0,4.927253685,4.624344553,4.580539,1.24,1.8322156,698.0,820.0,975.0
3890,3k,leaf,11.0,2.397895273,7.383885707999999,4.6,2.37,1.8399999999999999,30.0,30.0,24.0
4756,unl,ours,2.0,0.693147181,9.243773377,4.601853000000001,2.05,1.8407412000000005,8.0,14.0,14.0
817,3k,but,1097.0,7.00033446,2.3626043080000003,4.601853000000001,2.45,1.8407412000000005,5172.0,4711.0,5113.0
4772,lcnl,pa,47.0,3.850147602,5.7994720289999995,4.601853000000001,2.82,1.8407412000000005,30.0,73.0,91.0
915,3k,catch,53.0,3.9702919139999997,5.668394056,4.61,2.07,1.844,187.0,192.0,146.0
7778,3k,treat,8.0,2.079441542,7.73132013,4.61,2.03,1.844,6.0,19.0,18.0
3818,3k,lake,5.0,1.609437912,8.244096157000001,4.61,1.72,1.844,202.0,129.0,112.0
8568,3k,young,44.0,3.7841896339999996,5.8714324620000005,4.61,1.5,1.844,157.0,297.0,401.0
5736,3k,rug,8.0,2.079441542,7.73132013,4.61,1.61,1.844,32.0,34.0,22.0
1355,3k,corn,24.0,3.17805383,6.53272929,4.61,2.64,1.844,42.0,85.0,84.0
7651,lcnl,tired,77.0,4.343805422,5.260889175,4.62,2.58,1.848,225.0,208.0,163.0
4268,3k,mat,16.0,2.772588722,6.975093507,4.62,2.22,1.848,27.0,13.0,9.0
4486,3k,move,33.0,3.496507561,6.185294868,4.62,1.75,1.848,392.0,382.0,381.0
1615,3k,dance,89.0,4.48863637,5.102877974,4.63,1.57,1.8519999999999999,55.0,60.0,51.0
1940,3k,drum,16.0,2.772588722,6.975093507,4.63,2.19,1.8519999999999999,21.0,12.0,19.0
3764,3k,knock,20.0,2.995732274,6.731642911000001,4.63,2.06,1.8519999999999999,20.0,28.0,32.0
8182,3k,wear,39.0,3.6635616460000002,6.003038127000001,4.63,2.43,1.8519999999999999,81.0,106.0,108.0
5803,3k,sand,26.0,3.258096538,6.445402344,4.63,2.31,1.8519999999999999,135.0,105.0,112.0
4201,3k,mail,18.0,2.890371758,6.846591697000001,4.65,2.01,1.86,69.0,37.0,29.0
8135,3k,warm,51.0,3.9318256330000003,5.710360937999999,4.65,1.79,1.86,242.0,241.0,277.0
6505,3k,smash,8.0,2.079441542,7.73132013,4.65,2.03,1.86,3.0,3.0,3.0
7149,unl,striped,10.0,2.3025850930000002,7.487869534,4.65,2.03,1.86,9.0,8.0,6.0
7660,3k,toast,13.0,2.5649493569999997,7.201628967,4.67,3.34,1.8679999999999999,5.0,18.0,18.0
1313,3k,cone,5.0,1.609437912,8.244096157000001,4.67,2.57,1.8679999999999999,14.0,10.0,9.0
5586,3k,ride,49.0,3.8918202980000003,5.7540069339999995,4.67,2.17,1.8679999999999999,328.0,195.0,172.0
3316,3k,hold,47.0,3.850147602,5.7994720289999995,4.67,2.89,1.8679999999999999,175.0,214.0,212.0
6388,3k,slap,2.0,0.693147181,9.243773377,4.67,2.3,1.8679999999999999,5.0,2.0,6.0
2784,3k,glue,2.0,0.693147181,9.243773377,4.67,1.08,1.8679999999999999,13.0,6.0,9.0
7413,3k,teach,10.0,2.3025850930000002,7.487869534,4.67,1.64,1.8679999999999999,46.0,52.0,46.0
2479,3k,fourth,6.0,1.791759469,8.045182537,4.676452000000001,1.29,1.8705808000000004,14.0,21.0,38.0
4213,3k,make,233.0,5.451038454,4.052893067,4.68,1.77,1.8719999999999999,1380.0,1258.0,1453.0
343,3k,bin,3.0,1.098612289,8.80140916,4.68,2.67,1.8719999999999999,1.0,5.0,4.0
6353,3k,skip,8.0,2.079441542,7.73132013,4.68,1.95,1.8719999999999999,6.0,12.0,12.0
554,3k,born,22.0,3.091042453,6.627659085,4.68,1.97,1.8719999999999999,30.0,95.0,119.0
1150,3k,claw,2.0,0.693147181,9.243773377,4.7,2.2,1.8800000000000001,6.0,4.0,2.0
4124,3k,low,18.0,2.890371758,6.846591697000001,4.7,1.22,1.8800000000000001,62.0,112.0,151.0
2115,3k,fall,45.0,3.80666249,5.846914477,4.71,2.63,1.884,273.0,173.0,174.0
4722,unl,oh,351.0,5.860786223,3.605856447,4.719080000000001,1.85,1.8876320000000004,867.0,597.0,477.0
6265,3k,side,79.0,4.3694478519999995,5.232913171,4.72,1.27,1.888,413.0,429.0,422.0
6016,3k,seed,9.0,2.197224577,7.60281832,4.72,2.24,1.888,20.0,29.0,38.0
4809,3k,pan,6.0,1.791759469,8.045182537,4.72,1.53,1.888,100.0,41.0,18.0
4601,3k,new,174.0,5.159055298999999,4.371447973,4.72,2.14,1.888,879.0,794.0,945.0
4769,lcnl,ox,2.0,0.693147181,9.243773377,4.72,1.96,1.888,27.0,16.0,13.0
6211,3k,shout,21.0,3.044522438,6.678412627,4.72,1.49,1.888,28.0,38.0,31.0
5739,3k,rule,15.0,2.7080502010000003,7.045505317000001,4.72,1.49,1.888,24.0,57.0,40.0
7611,3k,tie,10.0,2.3025850930000002,7.487869534,4.74,1.82,1.8960000000000001,53.0,36.0,31.0
1069,3k,choose,22.0,3.091042453,6.627659085,4.74,1.79,1.8960000000000001,12.0,51.0,60.0
855,3k,call,76.0,4.33073334,5.2751508739999995,4.74,1.85,1.8960000000000001,341.0,315.0,268.0
5993,3k,sea,46.0,3.828641396,5.822935393,4.74,1.56,1.8960000000000001,240.0,243.0,225.0
4294,3k,meal,10.0,2.3025850930000002,7.487869534,4.74,1.56,1.8960000000000001,20.0,41.0,49.0
1497,3k,cross,24.0,3.17805383,6.53272929,4.74,1.76,1.8960000000000001,56.0,71.0,82.0
3979,3k,lift,8.0,2.079441542,7.73132013,4.74,1.91,1.8960000000000001,27.0,39.0,43.0
4303,3k,meet,27.0,3.295836866,6.40422748,4.74,1.73,1.8960000000000001,101.0,129.0,138.0
5706,3k,round,88.0,4.477336814,5.115205839,4.75,2.05,1.9,106.0,120.0,158.0
7515,3k,think,265.0,5.579729826,3.9124902130000003,4.75,1.55,1.9,1417.0,1313.0,1353.0
3279,3k,hit,13.0,2.5649493569999997,7.201628967,4.75,2.83,1.9,263.0,189.0,145.0
7082,3k,store,23.0,3.135494216,6.579162017000001,4.76,1.92,1.904,333.0,225.0,192.0
561,3k,both,52.0,3.951243719,5.689175721,4.772365000000001,1.57,1.9089460000000003,213.0,268.0,333.0
4079,lcnl,looks,44.0,3.7841896339999996,5.8714324620000005,4.772365000000001,1.41,1.9089460000000003,418.0,237.0,179.0
8381,3k,witch,7.0,1.9459101490000001,7.877003467000001,4.78,1.4,1.9120000000000001,5.0,12.0,16.0
437,3k,block,16.0,2.772588722,6.975093507,4.79,3.08,1.916,87.0,65.0,59.0
5310,3k,pull,25.0,3.218875825,6.488192314,4.79,1.93,1.916,116.0,113.0,104.0
8362,3k,wing,9.0,2.197224577,7.60281832,4.79,1.84,1.916,20.0,21.0,19.0
5640,3k,roar,7.0,1.9459101490000001,7.877003467000001,4.79,2.25,1.916,25.0,42.0,25.0
2156,3k,fear,20.0,2.995732274,6.731642911000001,4.79,1.93,1.916,15.0,46.0,75.0
6430,3k,slide,16.0,2.772588722,6.975093507,4.79,2.3,1.916,12.0,21.0,24.0
2999,3k,grow,45.0,3.80666249,5.846914477,4.79,1.93,1.916,298.0,301.0,320.0
332,3k,bike,33.0,3.496507561,6.185294868,4.79,1.65,1.916,173.0,87.0,59.0
239,3k,beach,27.0,3.295836866,6.40422748,4.8,1.54,1.92,82.0,81.0,83.0
4258,3k,mask,2.0,0.693147181,9.243773377,4.8,2.46,1.92,28.0,17.0,16.0
6656,3k,soon,115.0,4.744932128,4.823258173999999,4.82565,1.88,1.93026,616.0,558.0,486.0
8369,3k,wipe,5.0,1.609437912,8.244096157000001,4.83,2.07,1.932,3.0,2.0,8.0
4434,3k,moon,88.0,4.477336814,5.115205839,4.83,2.31,1.932,196.0,119.0,143.0
8053,3k,voice,64.0,4.158883083,5.46264026,4.83,1.54,1.932,213.0,387.0,359.0
253,3k,beard,5.0,1.609437912,8.244096157000001,4.84,1.8,1.936,4.0,13.0,17.0
3356,3k,horn,20.0,2.995732274,6.731642911000001,4.84,1.01,1.936,16.0,27.0,23.0
6322,3k,size,7.0,1.9459101490000001,7.877003467000001,4.84,2.48,1.936,54.0,72.0,93.0
3348,3k,hop,36.0,3.583518938,6.090365072999999,4.84,2.17,1.936,107.0,19.0,16.0
6097,3k,share,16.0,2.772588722,6.975093507,4.84,1.86,1.936,39.0,48.0,52.0
6649,3k,some,316.0,5.755742214,3.7204599239999996,4.846964,2.44,1.9387855999999999,2171.0,1973.0,2260.0
3998,3k,line,35.0,3.555348061,6.121099624,4.85,2.52,1.94,181.0,174.0,206.0
7237,3k,sure,89.0,4.48863637,5.102877974,4.85,1.46,1.94,467.0,589.0,564.0
217,3k,bat,26.0,3.258096538,6.445402344,4.85,1.73,1.94,51.0,32.0,22.0
2399,3k,fluff,4.0,1.386294361,8.487546753,4.85,1.57,1.94,10.0,0.0,2.0
545,lcnl,boots,12.0,2.48490665,7.288955913,4.86,2.71,1.9440000000000002,50.0,48.0,43.0
2125,3k,far,61.0,4.110873863999999,5.515018529,4.878935,1.57,1.9515740000000001,377.0,369.0,389.0
7501,3k,they,1078.0,6.982862751,2.381666019,4.878935,1.87,1.9515740000000001,5819.0,5999.0,6632.0
1881,3k,dream,18.0,2.890371758,6.846591697000001,4.88,1.95,1.952,61.0,68.0,67.0
8372,3k,wire,10.0,2.3025850930000002,7.487869534,4.89,1.78,1.956,18.0,35.0,39.0
783,3k,bunch,15.0,2.7080502010000003,7.045505317000001,4.89,1.78,1.956,24.0,29.0,19.0
4961,3k,piece,21.0,3.044522438,6.678412627,4.89,1.7,1.956,114.0,155.0,174.0
2512,3k,freeze,8.0,2.079441542,7.73132013,4.89,1.76,1.956,4.0,8.0,13.0
1761,3k,dish,12.0,2.48490665,7.288955913,4.89,2.42,1.956,41.0,31.0,10.0
8470,3k,write,24.0,3.17805383,6.53272929,4.89,1.64,1.956,276.0,246.0,221.0
447,3k,blood,4.0,1.386294361,8.487546753,4.89,1.64,1.956,34.0,63.0,75.0
2990,3k,ground,52.0,3.951243719,5.689175721,4.89,2.3,1.956,325.0,317.0,335.0
3349,3k,hope,40.0,3.688879454,5.975416287000001,4.89,2.11,1.956,136.0,113.0,107.0
7421,3k,tear,1.0,0.0,10.0,4.89,1.97,1.956,21.0,18.0,20.0
3707,3k,kind,47.0,3.850147602,5.7994720289999995,4.89,1.23,1.956,256.0,352.0,436.0
5500,3k,reach,24.0,3.17805383,6.53272929,4.89,2.79,1.956,67.0,73.0,95.0
6680,3k,sour,5.0,1.609437912,8.244096157000001,4.89,2.18,1.956,3.0,8.0,8.0
6405,lcnl,sled,3.0,1.098612289,8.80140916,4.89,1.88,1.956,17.0,21.0,26.0
6257,3k,shut,35.0,3.555348061,6.121099624,4.89,2.17,1.956,73.0,87.0,90.0
3044,3k,gum,6.0,1.791759469,8.045182537,4.89,1.13,1.956,15.0,18.0,19.0
3397,3k,huge,17.0,2.833213344,6.908951778,4.9,3.14,1.9600000000000002,30.0,80.0,116.0
810,3k,bush,18.0,2.890371758,6.846591697000001,4.9,2.1,1.9600000000000002,20.0,21.0,31.0
7491,3k,them,458.0,6.126869183999999,3.3155587669999997,4.900249000000001,2.16,1.9600996000000006,1948.0,2256.0,2666.0
8404,lcnl,woods,19.0,2.9444389789999996,6.78760412,4.930784,1.62,1.9723136000000001,216.0,143.0,126.0
2477,3k,four,81.0,4.394449155,5.20563664,4.93222,2.48,1.972888,222.0,249.0,293.0
7523,3k,this,538.0,6.28785856,3.1399186489999997,4.93222,2.09,1.972888,3899.0,2990.0,3591.0
1844,3k,down,522.0,6.2576675879999994,3.172857133,4.93222,1.96,1.972888,2635.0,2173.0,1958.0
4481,3k,mouse,111.0,4.709530201000001,4.861881832,4.94,1.76,1.9760000000000002,442.0,171.0,82.0
7087,3k,storm,15.0,2.7080502010000003,7.045505317000001,4.94,2.51,1.9760000000000002,32.0,69.0,73.0
7144,3k,string,18.0,2.890371758,6.846591697000001,4.94,1.7,1.9760000000000002,93.0,74.0,57.0
6413,3k,sleeve,2.0,0.693147181,9.243773377,4.94,2.13,1.9760000000000002,3.0,11.0,10.0
573,3k,bow,26.0,3.258096538,6.445402344,4.95,2.22,1.98,15.0,25.0,30.0
5122,3k,poke,1.0,0.0,10.0,4.95,2.37,1.98,1.0,3.0,5.0
5031,3k,plane,11.0,2.397895273,7.383885707999999,4.95,2.3,1.98,86.0,89.0,64.0
5015,3k,place,104.0,4.644390898999999,4.932949097,4.95,1.96,1.98,720.0,670.0,756.0
7368,3k,tall,37.0,3.610917913,6.060472672,4.95,3.24,1.98,217.0,225.0,193.0
5505,3k,real,35.0,3.555348061,6.121099624,4.95,1.43,1.98,221.0,241.0,236.0
1145,3k,class,16.0,2.772588722,6.975093507,4.95,1.36,1.98,182.0,181.0,177.0
2013,3k,each,95.0,4.553876892,5.031700278,4.953534000000001,1.53,1.9814136000000004,566.0,741.0,955.0
4735,3k,once,129.0,4.8598124039999995,4.697923287,4.974848000000001,2.32,1.9899392000000002,338.0,463.0,547.0
7182,3k,stuff,9.0,2.197224577,7.60281832,5.0,1.78,2.0,41.0,64.0,67.0
