,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
3936,3k,leg,25.0,3.218875825,6.488192314,3.0,1.5,1.2,118.0,114.0,83.0
7739,3k,toy,45.0,3.80666249,5.846914477,3.0,1.15,1.2,105.0,48.0,27.0
4579,3k,neck,19.0,2.9444389789999996,6.78760412,3.0,1.25,1.2,65.0,87.0,85.0
7664,3k,toe,13.0,2.5649493569999997,7.201628967,3.0,1.08,1.2,7.0,13.0,12.0
1812,3k,door,155.0,5.043425117,4.49760101,3.05,1.15,1.22,818.0,782.0,668.0
2413,3k,fly,85.0,4.442651256,5.153047935,3.05,1.18,1.22,396.0,182.0,110.0
6015,3k,see,382.0,5.945420609,3.513519961,3.06,1.43,1.224,3548.0,2167.0,2099.0
4223,3k,man,185.0,5.220355825,4.304568829,3.11,1.24,1.244,1981.0,1314.0,977.0
1228,lcnl,clothes,50.0,3.912023005,5.731965691,3.11,1.41,1.244,155.0,192.0,179.0
3839,3k,lap,6.0,1.791759469,8.045182537,3.15,1.18,1.26,23.0,39.0,29.0
3375,3k,house,310.0,5.736572297,3.741374387,3.16,1.07,1.264,1821.0,1217.0,1032.0
2690,3k,get,331.0,5.802118375,3.669863328,3.17,1.29,1.268,3482.0,2259.0,1973.0
6623,3k,soap,10.0,2.3025850930000002,7.487869534,3.17,1.1,1.268,35.0,25.0,24.0
3090,3k,hair,68.0,4.219507705,5.396498531000001,3.17,1.76,1.268,214.0,246.0,228.0
5654,3k,rock,49.0,3.8918202980000003,5.7540069339999995,3.22,1.17,1.288,287.0,163.0,140.0
6502,3k,small,126.0,4.836281907,4.723595164,3.22,1.52,1.288,452.0,546.0,623.0
4625,3k,nine,38.0,3.63758616,6.031377497,3.2271,1.3,1.29084,53.0,60.0,57.0
4736,3k,one,682.0,6.525029657999999,2.8811639380000003,3.2271,1.31,1.29084,3476.0,3331.0,3711.0
4817,3k,pants,17.0,2.833213344,6.908951778,3.2271,1.75,1.29084,54.0,29.0,27.0
222,3k,bath,32.0,3.465735903,6.218866883,3.23,1.56,1.292,26.0,31.0,24.0
5774,3k,sad,60.0,4.094344562,5.533052071,3.24,2.21,1.296,274.0,147.0,84.0
2441,3k,food,69.0,4.234106505,5.380571177,3.25,1.21,1.3,454.0,529.0,663.0
2249,3k,fire,74.0,4.304065093,5.304246049,3.25,1.16,1.3,290.0,394.0,318.0
4746,lcnl,orange,31.0,3.4339872039999997,6.253504853,3.26,1.15,1.3039999999999998,49.0,49.0,41.0
1920,3k,drop,7.0,1.9459101490000001,7.877003467000001,3.26,1.33,1.3039999999999998,63.0,59.0,47.0
850,3k,cake,50.0,3.912023005,5.731965691,3.26,2.28,1.3039999999999998,259.0,68.0,40.0
75,3k,arm,13.0,2.5649493569999997,7.201628967,3.26,1.56,1.3039999999999998,180.0,189.0,161.0
4758,3k,out,694.0,6.542471961,2.8621343089999995,3.280385,1.56,1.312154,3825.0,3455.0,3520.0
828,3k,bye,58.0,4.060443011,5.570038812999999,3.280385,2.16,1.312154,,,
4290,3k,me,757.0,6.629363252999999,2.767335526,3.280385,1.5,1.312154,4027.0,2813.0,2606.0
2177,3k,fell,83.0,4.418840608,5.179025457,3.280385,1.2,1.312154,294.0,238.0,186.0
1308,3k,come,287.0,5.659482216000001,3.825480005,3.32,1.42,1.3279999999999998,2052.0,1374.0,1231.0
3138,3k,hat,120.0,4.787491743,4.776825447,3.33,1.14,1.332,369.0,140.0,97.0
3368,3k,hot,75.0,4.317488114,5.2896014739999995,3.37,1.77,1.348,449.0,281.0,252.0
4352,3k,milk,57.0,4.043051268,5.58901328,3.37,1.42,1.348,162.0,153.0,127.0
885,3k,car,122.0,4.804021045,4.758791906,3.37,1.95,1.348,741.0,492.0,370.0
2808,3k,go,547.0,6.3044488020000005,3.1218186219999997,3.37,1.46,1.348,3313.0,2054.0,1710.0
7229,3k,sun,95.0,4.553876892,5.031700278,3.4,1.64,1.3599999999999999,573.0,430.0,418.0
1134,3k,clap,14.0,2.63905733,7.120776844,3.4,1.73,1.3599999999999999,26.0,5.0,8.0
5830,3k,say,212.0,5.356586275,4.155940809,3.42,1.07,1.3679999999999999,955.0,862.0,805.0
3168,3k,head,145.0,4.9767337419999995,4.570361593,3.42,1.02,1.3679999999999999,643.0,698.0,703.0
250,3k,bean,6.0,1.791759469,8.045182537,3.42,1.12,1.3679999999999999,21.0,24.0,17.0
3263,3k,him,555.0,6.318968114,3.105977989,3.429583,1.21,1.3718332,2780.0,2891.0,3176.0
950,3k,chair,24.0,3.17805383,6.53272929,3.43,1.33,1.372,108.0,130.0,133.0
7858,3k,try,78.0,4.356708827,5.246811504,3.44,2.15,1.376,370.0,362.0,347.0
4730,unl,oink,10.0,2.3025850930000002,7.487869534,3.44,1.85,1.376,,,
2446,3k,foot,38.0,3.63758616,6.031377497,3.44,1.38,1.376,152.0,134.0,140.0
2084,lcnl,eyes,111.0,4.709530201000001,4.861881832,3.4434819999999995,1.36,1.3773927999999998,487.0,652.0,712.0
8110,3k,walk,79.0,4.3694478519999995,5.232913171,3.45,2.04,1.3800000000000001,485.0,351.0,281.0
6296,3k,sing,55.0,4.007333185,5.627981866,3.47,1.31,1.3880000000000001,126.0,71.0,58.0
1901,3k,drink,29.0,3.36729583,6.326265436,3.47,1.31,1.3880000000000001,181.0,126.0,96.0
6315,3k,sit,73.0,4.290459441,5.319089875,3.47,2.25,1.3880000000000001,376.0,230.0,166.0
3259,3k,hill,66.0,4.189654742,5.429068245,3.47,1.47,1.3880000000000001,252.0,182.0,134.0
5056,3k,please,135.0,4.905274778,4.648323637,3.4828680000000003,1.22,1.3931472,286.0,207.0,159.0
1952,3k,duck,72.0,4.276666119,5.33413845,3.5,1.64,1.4,390.0,50.0,20.0
1647,lcnl,day,376.0,5.929589142999999,3.5307921589999998,3.5,1.58,1.4,1977.0,1582.0,1439.0
6515,3k,smile,26.0,3.258096538,6.445402344,3.51,1.72,1.404,104.0,118.0,100.0
350,3k,bird,112.0,4.718498871,4.852096974,3.52,1.66,1.408,540.0,167.0,118.0
8406,lcnl,woof,33.0,3.496507561,6.185294868,3.53,1.87,1.412,30.0,6.0,0.0
463,3k,blue,144.0,4.9698133,4.577911827,3.53,1.68,1.412,369.0,202.0,216.0
6178,3k,shirt,15.0,2.7080502010000003,7.045505317000001,3.53,1.12,1.412,61.0,64.0,51.0
4427,3k,moo,31.0,3.4339872039999997,6.253504853,3.53,1.87,1.412,,,
7478,lcnl,thanks,17.0,2.833213344,6.908951778,3.53,1.35,1.412,85.0,70.0,47.0
2829,3k,good,366.0,5.902633333,3.5602010660000003,3.55,1.61,1.42,1989.0,1342.0,1322.0
4193,3k,mad,16.0,2.772588722,6.975093507,3.55,1.5,1.42,154.0,93.0,59.0
4583,3k,need,64.0,4.158883083,5.46264026,3.56,1.34,1.424,733.0,546.0,562.0
368,3k,black,98.0,4.5849674789999995,4.99778031,3.56,1.92,1.424,261.0,293.0,309.0
6727,3k,speak,22.0,3.091042453,6.627659085,3.56,1.38,1.424,50.0,107.0,132.0
6113,3k,she,1446.0,7.276556403,2.061244953,3.568124,1.39,1.4272496000000001,8129.0,7181.0,6654.0
1552,3k,cup,36.0,3.583518938,6.090365072999999,3.57,1.99,1.428,41.0,55.0,43.0
7780,3k,tree,206.0,5.327876169,4.187263661,3.57,1.61,1.428,807.0,501.0,358.0
2524,3k,friend,105.0,4.65396035,4.922508784,3.57,1.43,1.428,427.0,343.0,276.0
7446,3k,ten,50.0,3.912023005,5.731965691,3.578781,1.49,1.4315124000000001,200.0,184.0,168.0
359,3k,bite,24.0,3.17805383,6.53272929,3.58,1.3,1.432,54.0,46.0,43.0
1268,3k,coat,25.0,3.218875825,6.488192314,3.58,1.22,1.432,120.0,82.0,83.0
4483,3k,mouth,65.0,4.17438727,5.445725124,3.58,1.43,1.432,127.0,178.0,195.0
639,3k,bread,58.0,4.060443011,5.570038812999999,3.58,1.61,1.432,142.0,102.0,83.0
252,3k,bear,197.0,5.283203728999999,4.23600149,3.58,1.68,1.432,902.0,320.0,165.0
3684,3k,key,14.0,2.63905733,7.120776844,3.58,1.54,1.432,115.0,65.0,46.0
5445,3k,rain,83.0,4.418840608,5.179025457,3.6,1.27,1.44,361.0,227.0,185.0
1770,3k,do,693.0,6.541029999,2.863707495,3.6,1.6,1.44,4560.0,3284.0,3113.0
4147,3k,lunch,50.0,3.912023005,5.731965691,3.61,1.69,1.444,407.0,167.0,91.0
4618,3k,night,274.0,5.6131281060000005,3.876052542,3.61,1.88,1.444,716.0,718.0,653.0
7700,3k,tooth,18.0,2.890371758,6.846591697000001,3.61,1.09,1.444,63.0,59.0,23.0
3721,3k,kiss,45.0,3.80666249,5.846914477,3.61,2.25,1.444,23.0,13.0,10.0
2559,3k,fruit,16.0,2.772588722,6.975093507,3.63,1.71,1.452,32.0,48.0,50.0
2014,3k,ear,32.0,3.465735903,6.218866883,3.63,1.92,1.452,28.0,74.0,70.0
2460,3k,fork,5.0,1.609437912,8.244096157000001,3.63,1.86,1.452,13.0,13.0,10.0
1231,3k,cloud,12.0,2.48490665,7.288955913,3.63,1.57,1.452,94.0,47.0,30.0
3215,3k,help,153.0,5.030437921,4.511770098,3.65,1.79,1.46,1631.0,917.0,754.0
2580,3k,fun,79.0,4.3694478519999995,5.232913171,3.67,0.97,1.468,629.0,241.0,159.0
7024,lcnl,steps,9.0,2.197224577,7.60281832,3.67,1.41,1.468,139.0,162.0,131.0
582,3k,boy,129.0,4.8598124039999995,4.697923287,3.67,1.88,1.468,952.0,675.0,614.0
4960,3k,pie,41.0,3.713572067,5.9484765379999995,3.67,1.64,1.468,31.0,22.0,20.0
6780,3k,splash,24.0,3.17805383,6.53272929,3.67,2.35,1.468,36.0,21.0,10.0
7365,3k,talk,44.0,3.7841896339999996,5.8714324620000005,3.68,1.73,1.472,460.0,372.0,300.0
4549,3k,name,112.0,4.718498871,4.852096974,3.68,1.53,1.472,635.0,533.0,469.0
914,3k,cat,245.0,5.501258211000001,3.9981030910000004,3.68,1.52,1.472,904.0,215.0,162.0
529,3k,book,82.0,4.406719247,5.192249915,3.68,1.8,1.472,641.0,317.0,309.0
5518,3k,red,181.0,5.1984970310000005,4.328416869,3.68,1.63,1.472,892.0,372.0,316.0
1793,3k,doll,2.0,0.693147181,9.243773377,3.68,1.34,1.472,61.0,30.0,27.0
3468,lcnl,in,2111.0,7.654917048,1.648451825,3.6853510000000003,1.86,1.4741404,10423.0,11031.0,14289.0
7545,3k,three,155.0,5.043425117,4.49760101,3.6853510000000003,1.5,1.4741404,578.0,532.0,576.0
3983,3k,like,572.0,6.349138991,3.0730614289999996,3.6853510000000003,1.89,1.4741404,3487.0,2649.0,2660.0
3276,3k,his,1313.0,7.180069874,2.16651218,3.6853510000000003,1.29,1.4741404,5402.0,6097.0,6917.0
7353,3k,tail,50.0,3.912023005,5.731965691,3.7,1.13,1.48,177.0,184.0,127.0
5345,3k,put,206.0,5.327876169,4.187263661,3.72,2.3,1.488,1936.0,1267.0,973.0
1238,3k,clown,12.0,2.48490665,7.288955913,3.72,1.93,1.488,41.0,20.0,10.0
6676,3k,sound,59.0,4.077537444,5.551388711,3.72,1.53,1.488,208.0,338.0,343.0
4731,3k,old,326.0,5.786897381,3.6864694989999998,3.72,1.36,1.488,1100.0,1121.0,1050.0
3154,3k,have,638.0,6.458338283,2.9539245210000002,3.72,1.96,1.488,4736.0,3798.0,4251.0
5580,3k,rice,13.0,2.5649493569999997,7.201628967,3.72,1.41,1.488,19.0,37.0,31.0
7928,lcnl,twirl,2.0,0.693147181,9.243773377,3.72,1.23,1.488,,,
820,3k,butt,5.0,1.609437912,8.244096157000001,3.73,1.86,1.492,0.0,3.0,3.0
78,lcnl,arms,28.0,3.33220451,6.36455022,3.738636,2.14,1.4954544,110.0,150.0,166.0
2135,3k,fast,111.0,4.709530201000001,4.861881832,3.738636,1.33,1.4954544,610.0,347.0,221.0
3231,3k,here,282.0,5.641907071,3.844654565,3.738636,1.94,1.4954544,2267.0,1324.0,1140.0
1366,3k,couch,2.0,0.693147181,9.243773377,3.74,1.85,1.496,1.0,12.0,11.0
1626,3k,dark,83.0,4.418840608,5.179025457,3.74,1.37,1.496,324.0,340.0,310.0
8618,3k,zoo,25.0,3.218875825,6.488192314,3.75,1.12,1.5,88.0,40.0,26.0
2089,3k,face,61.0,4.110873863999999,5.515018529,3.75,2.2,1.5,376.0,435.0,483.0
2082,lcnl,eye,23.0,3.135494216,6.579162017000001,3.75,1.71,1.5,49.0,118.0,131.0
3969,3k,lie,14.0,2.63905733,7.120776844,3.75,0.91,1.5,35.0,57.0,55.0
741,3k,brush,29.0,3.36729583,6.326265436,3.78,1.59,1.512,68.0,39.0,45.0
6651,3k,son,18.0,2.890371758,6.846591697000001,3.78,1.26,1.512,124.0,144.0,162.0
525,3k,boo,4.0,1.386294361,8.487546753,3.781264,2.29,1.5125056000000001,15.0,8.0,0.0
4450,3k,more,260.0,5.5606816310000005,3.933271878,3.781264,2.04,1.5125056000000001,902.0,1159.0,1474.0
7841,3k,truck,119.0,4.779123493,4.785955244,3.79,1.47,1.516,308.0,158.0,85.0
759,3k,bug,6.0,1.791759469,8.045182537,3.79,1.72,1.516,107.0,26.0,9.0
7476,3k,thank,76.0,4.33073334,5.2751508739999995,3.79,1.72,1.516,248.0,115.0,73.0
4010,3k,lip,4.0,1.386294361,8.487546753,3.79,1.13,1.516,4.0,11.0,13.0
2919,3k,green,141.0,4.94875989,4.600881189,3.79,1.32,1.516,523.0,276.0,236.0
5855,lcnl,scared,25.0,3.218875825,6.488192314,3.79,1.47,1.516,141.0,118.0,73.0
8376,3k,wish,84.0,4.430816799,5.16595938,3.79,0.92,1.516,366.0,200.0,145.0
8113,3k,wall,27.0,3.295836866,6.40422748,3.79,1.75,1.516,109.0,160.0,170.0
3870,3k,laugh,14.0,2.63905733,7.120776844,3.79,1.51,1.516,163.0,126.0,78.0
4990,3k,pink,31.0,3.4339872039999997,6.253504853,3.8,1.61,1.52,20.0,43.0,40.0
3178,3k,hear,115.0,4.744932128,4.823258173999999,3.8,1.64,1.52,482.0,457.0,373.0
100,3k,aunt,11.0,2.397895273,7.383885707999999,3.8,1.61,1.52,147.0,179.0,144.0
8307,3k,who,337.0,5.82008293,3.650263919,3.813235,1.41,1.5252940000000001,1086.0,1133.0,1457.0
3166,lcnl,he,2627.0,7.87359779,1.4098701740000001,3.813235,1.41,1.5252940000000001,14660.0,13284.0,13114.0
8532,3k,yell,10.0,2.3025850930000002,7.487869534,3.83,1.5,1.532,39.0,26.0,18.0
1756,3k,dirt,24.0,3.17805383,6.53272929,3.83,1.15,1.532,103.0,81.0,66.0
4720,3k,off,225.0,5.4161004020000005,4.091010634,3.834549,2.09,1.5338196,862.0,1001.0,1023.0
5045,3k,plate,19.0,2.9444389789999996,6.78760412,3.84,1.26,1.536,16.0,50.0,25.0
487,3k,boat,47.0,3.850147602,5.7994720289999995,3.84,1.46,1.536,379.0,207.0,132.0
6765,3k,spill,1.0,0.0,10.0,3.84,1.64,1.536,5.0,5.0,4.0
6940,3k,stair,3.0,1.098612289,8.80140916,3.84,1.61,1.536,2.0,2.0,2.0
4969,3k,pig,57.0,4.043051268,5.58901328,3.84,2.03,1.536,310.0,97.0,46.0
2130,3k,farm,15.0,2.7080502010000003,7.045505317000001,3.85,1.5,1.54,161.0,138.0,122.0
809,3k,bus,96.0,4.5643481910000006,5.020276043,3.85,1.57,1.54,349.0,228.0,132.0
8246,3k,what,679.0,6.520621127999999,2.8859736639999998,3.855863,1.37,1.5423452,4928.0,3885.0,3879.0
3450,3k,ice,51.0,3.9318256330000003,5.710360937999999,3.86,1.06,1.544,127.0,156.0,160.0
3695,lcnl,kids,32.0,3.465735903,6.218866883,3.861149,1.2,1.5444596000000002,211.0,178.0,152.0
3323,3k,home,268.0,5.590986981,3.9002086080000002,3.8665200000000004,1.88,1.5466080000000002,1677.0,1094.0,939.0
4668,3k,not,830.0,6.721425701,2.666894991,3.8878340000000002,2.22,1.5551336,5662.0,3814.0,4116.0
1155,3k,clean,41.0,3.713572067,5.9484765379999995,3.89,1.49,1.556,258.0,163.0,134.0
5881,3k,school,127.0,4.844187086,4.714970578,3.89,1.37,1.556,1065.0,866.0,777.0
8357,3k,wind,68.0,4.219507705,5.396498531000001,3.89,1.37,1.556,317.0,238.0,246.0
542,3k,boot,,,,3.89,1.84,1.556,6.0,11.0,8.0
288,3k,bell,48.0,3.871201011,5.776502667000001,3.89,1.68,1.556,248.0,108.0,80.0
2043,3k,egg,38.0,3.63758616,6.031377497,3.89,1.85,1.556,133.0,90.0,53.0
1428,3k,crawl,6.0,1.791759469,8.045182537,3.89,1.23,1.556,17.0,12.0,16.0
7703,3k,top,104.0,4.644390898999999,4.932949097,3.89,1.53,1.556,394.0,368.0,326.0
6964,3k,star,36.0,3.583518938,6.090365072999999,3.89,1.59,1.556,85.0,93.0,80.0
4886,3k,pee,2.0,0.693147181,9.243773377,3.89,2.71,1.556,,,
8420,3k,worm,4.0,1.386294361,8.487546753,3.89,1.37,1.556,40.0,19.0,12.0
7032,3k,stick,37.0,3.610917913,6.060472672,3.89,1.57,1.556,163.0,128.0,112.0
8507,3k,yard,21.0,3.044522438,6.678412627,3.94,1.7,1.576,134.0,140.0,105.0
34,3k,air,71.0,4.262679877,5.3493975019999995,3.94,1.55,1.576,314.0,415.0,516.0
2887,3k,grape,,,,3.94,1.55,1.576,1.0,4.0,3.0
2896,3k,grass,66.0,4.189654742,5.429068245,3.94,1.55,1.576,232.0,186.0,175.0
1384,3k,cow,59.0,4.077537444,5.551388711,3.94,1.63,1.576,154.0,66.0,48.0
1298,3k,cold,86.0,4.454347296,5.140287504,3.95,1.79,1.58,394.0,322.0,365.0
6206,unl,shorts,7.0,1.9459101490000001,7.877003467000001,3.95,1.13,1.58,6.0,3.0,4.0
5039,3k,plant,3.0,1.098612289,8.80140916,3.95,1.65,1.58,216.0,124.0,108.0
7864,3k,tub,5.0,1.609437912,8.244096157000001,3.95,1.64,1.58,31.0,10.0,18.0
4865,3k,pea,15.0,2.7080502010000003,7.045505317000001,3.95,1.68,1.58,15.0,10.0,6.0
6637,3k,soft,40.0,3.688879454,5.975416287000001,3.95,1.5,1.58,107.0,126.0,138.0
4608,3k,nice,85.0,4.442651256,5.153047935,3.95,1.51,1.58,333.0,232.0,170.0
7657,lcnl,to,3956.0,8.282988693,0.9632228970000001,3.951776,1.39,1.5807104,24061.0,22273.0,24829.0
8325,3k,why,157.0,5.056245805,4.483613583,3.9730900000000005,2.11,1.589236,1218.0,1084.0,927.0
7485,3k,the,9565.0,9.165865882,0.0,3.983747,2.33,1.5934988,50950.0,48534.0,57939.0
4315,cdi,meow,14.0,2.63905733,7.120776844,4.0,2.5,1.6,5.0,5.0,1.0
4296,3k,mean,43.0,3.7612001160000004,5.8965141270000005,4.0,1.68,1.6,330.0,377.0,282.0
6529,3k,smoke,16.0,2.772588722,6.975093507,4.0,1.5,1.6,52.0,101.0,91.0
7754,3k,train,155.0,5.043425117,4.49760101,4.0,1.71,1.6,222.0,127.0,95.0
4874,3k,pear,3.0,1.098612289,8.80140916,4.0,1.7,1.6,0.0,1.0,2.0
3826,3k,lamp,5.0,1.609437912,8.244096157000001,4.0,2.08,1.6,18.0,26.0,28.0
458,3k,blow,23.0,3.135494216,6.579162017000001,4.0,1.76,1.6,110.0,61.0,49.0
5152,lcnl,poop,24.0,3.17805383,6.53272929,4.0,3.11,1.6,,,
8150,3k,wash,25.0,3.218875825,6.488192314,4.0,1.59,1.6,63.0,58.0,53.0
3431,3k,hurt,22.0,3.091042453,6.627659085,4.0,1.45,1.6,213.0,214.0,160.0
2725,3k,girl,80.0,4.382026635,5.219189664,4.0,1.89,1.6,643.0,401.0,356.0
4734,lcnl,on,1441.0,7.273092596000001,2.065023982,4.005061,1.28,1.6020244000000001,6973.0,6540.0,7316.0
93,lcnl,at,799.0,6.6833609460000005,2.7084238060000003,4.037032,1.37,1.6148128,5635.0,5090.0,5491.0
6263,3k,sick,27.0,3.295836866,6.40422748,4.05,2.09,1.6199999999999999,232.0,170.0,145.0
1891,3k,dress,26.0,3.258096538,6.445402344,4.05,1.61,1.6199999999999999,70.0,67.0,71.0
7148,3k,stripe,,,,4.05,1.43,1.6199999999999999,0.0,1.0,1.0
2259,3k,fish,115.0,4.744932128,4.823258173999999,4.05,1.61,1.6199999999999999,908.0,366.0,237.0
4934,3k,pet,26.0,3.258096538,6.445402344,4.05,1.87,1.6199999999999999,277.0,106.0,62.0
4498,3k,mud,20.0,2.995732274,6.731642911000001,4.05,1.61,1.6199999999999999,81.0,86.0,61.0
4077,3k,look,223.0,5.407171771000001,4.10075181,4.05,1.68,1.6199999999999999,2541.0,1488.0,1416.0
1017,3k,chew,15.0,2.7080502010000003,7.045505317000001,4.05,1.51,1.6199999999999999,7.0,11.0,12.0
3981,3k,light,61.0,4.110873863999999,5.515018529,4.05,1.99,1.6199999999999999,356.0,353.0,454.0
8300,3k,white,89.0,4.48863637,5.102877974,4.06,1.66,1.6239999999999999,360.0,377.0,403.0
3690,3k,kick,4.0,1.386294361,8.487546753,4.06,1.73,1.6239999999999999,20.0,19.0,20.0
8263,3k,where,309.0,5.733341277,3.744899445,4.090317000000001,2.06,1.6361268000000002,1477.0,1177.0,1308.0
312,3k,best,105.0,4.65396035,4.922508784,4.090317000000001,1.66,1.6361268000000002,395.0,372.0,339.0
5049,3k,play,126.0,4.836281907,4.723595164,4.1,2.59,1.64,1169.0,470.0,322.0
3104,3k,ham,13.0,2.5649493569999997,7.201628967,4.1,1.48,1.64,47.0,14.0,9.0
8570,3k,your,510.0,6.234410726,3.198230472,4.100974000000001,1.92,1.6403896000000002,2554.0,2406.0,2815.0
649,3k,breathe,1.0,0.0,10.0,4.11,1.88,1.6440000000000001,30.0,37.0,39.0
1946,3k,dry,26.0,3.258096538,6.445402344,4.11,1.33,1.6440000000000001,137.0,133.0,170.0
6607,3k,snow,124.0,4.820281566,4.741051606,4.11,2.31,1.6440000000000001,236.0,211.0,229.0
7020,3k,step,34.0,3.526360525,6.152725154,4.11,1.37,1.6440000000000001,80.0,80.0,71.0
3060,3k,guy,10.0,2.3025850930000002,7.487869534,4.11,1.91,1.6440000000000001,25.0,51.0,38.0
6881,3k,square,38.0,3.63758616,6.031377497,4.11,1.18,1.6440000000000001,16.0,31.0,48.0
1871,3k,draw,13.0,2.5649493569999997,7.201628967,4.11,1.13,1.6440000000000001,134.0,69.0,72.0
4950,3k,phone,13.0,2.5649493569999997,7.201628967,4.11,1.49,1.6440000000000001,90.0,90.0,69.0
7719,3k,toss,2.0,0.693147181,9.243773377,4.11,1.45,1.6440000000000001,9.0,4.0,9.0
7891,3k,turn,67.0,4.204692618999999,5.412661855,4.11,1.73,1.6440000000000001,224.0,294.0,307.0
5685,lcnl,rooms,3.0,1.098612289,8.80140916,4.11,1.56,1.6440000000000001,41.0,40.0,39.0
5502,3k,read,86.0,4.454347296,5.140287504,4.11,1.68,1.6440000000000001,529.0,494.0,520.0
7573,3k,throw,26.0,3.258096538,6.445402344,4.14,1.46,1.656,84.0,77.0,72.0
4745,lcnl,or,311.0,5.739792912,3.737860682,4.1436020000000005,1.25,1.6574408000000003,931.0,1553.0,2536.0
3755,3k,knife,6.0,1.791759469,8.045182537,4.15,1.8,1.6600000000000001,20.0,46.0,42.0
6474,3k,slow,65.0,4.17438727,5.445725124,4.15,1.76,1.6600000000000001,105.0,81.0,77.0
3361,3k,horse,37.0,3.610917913,6.060472672,4.15,1.46,1.6600000000000001,246.0,233.0,232.0
3821,3k,lamb,8.0,2.079441542,7.73132013,4.15,1.81,1.6600000000000001,24.0,16.0,14.0
8128,3k,want,169.0,5.129898715,4.403257934,4.16,2.32,1.6640000000000001,2034.0,1248.0,985.0
7306,3k,swing,14.0,2.63905733,7.120776844,4.16,2.03,1.6640000000000001,19.0,24.0,22.0
1292,3k,coin,4.0,1.386294361,8.487546753,4.17,1.25,1.668,8.0,10.0,10.0
7303,3k,swim,22.0,3.091042453,6.627659085,4.17,1.72,1.668,237.0,115.0,75.0
6369,3k,sky,104.0,4.644390898999999,4.932949097,4.17,1.89,1.668,404.0,254.0,205.0
6572,lcnl,sneeze,24.0,3.17805383,6.53272929,4.17,1.58,1.668,2.0,2.0,3.0
