,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
94,2545,3k,from,370,5.913503006,3.548342206,4.441998,2.24,1.7767992,2044,2639,3623,TRUE,TRUE,TRUE,3.550970303
82,1844,3k,down,522,6.257667588,3.172857133,4.93222,1.96,1.972888,2635,2173,1958,TRUE,TRUE,TRUE,3.559316567
157,7079,3k,stop,114,4.736198448,4.832786657,2.89,1.6,1.156,800,408,348,TRUE,TRUE,TRUE,3.572393328
115,4720,3k,off,225,5.416100402,4.091010634,3.834549,2.09,1.5338196,862,1001,1023,TRUE,TRUE,TRUE,3.579324917
122,5345,3k,put,206,5.327876169,4.187263661,3.72,2.3,1.488,1936,1267,973,TRUE,TRUE,TRUE,3.581631831
203,4420,3k,mom,67,4.204692619,5.412661855,2.22,1.22,0.888,725,375,184,TRUE,TRUE,TRUE,3.594330927
89,7491,3k,them,458,6.126869184,3.315558767,4.900249,2.16,1.9600996,1948,2256,2666,TRUE,TRUE,TRUE,3.617878984
140,5518,3k,red,181,5.198497031,4.328416869,3.68,1.63,1.472,892,372,316,TRUE,TRUE,TRUE,3.636208435
160,6502,3k,small,126,4.836281907,4.723595164,3.22,1.52,1.288,452,546,623,TRUE,TRUE,TRUE,3.649797582
149,3168,3k,head,145,4.976733742,4.570361593,3.42,1.02,1.368,643,698,703,TRUE,TRUE,TRUE,3.653180797
125,4077,3k,look,223,5.407171771,4.10075181,4.05,1.68,1.62,2541,1488,1416,TRUE,TRUE,TRUE,3.670375905
106,4722,unl,oh,351,5.860786223,3.605856447,4.71908,1.85,1.887632,867,597,477,TRUE,TRUE,TRUE,3.690560224
158,463,3k,blue,144,4.9698133,4.577911827,3.53,1.68,1.412,369,202,216,TRUE,TRUE,TRUE,3.700955914
123,5598,3k,right,257,5.549076085,3.94593358,4.346085,1.59,1.738434,1499,1410,1229,TRUE,TRUE,TRUE,3.71140079
129,7936,3k,two,236,5.463831805,4.038935464,4.239515,2.06,1.695806,1053,1180,1369,TRUE,TRUE,TRUE,3.715273732
156,3215,3k,help,153,5.030437921,4.511770098,3.65,1.79,1.46,1631,917,754,TRUE,TRUE,TRUE,3.715885049
165,5056,3k,please,135,4.905274778,4.648323637,3.482868,1.22,1.3931472,286,207,159,TRUE,TRUE,TRUE,3.717309019
176,3138,3k,hat,120,4.787491743,4.776825447,3.33,1.14,1.332,369,140,97,TRUE,TRUE,TRUE,3.720412724
155,7545,3k,three,155,5.043425117,4.49760101,3.685351,1.5,1.4741404,578,532,576,TRUE,TRUE,TRUE,3.722940905
172,885,3k,car,122,4.804021045,4.758791906,3.37,1.95,1.348,741,492,370,TRUE,TRUE,TRUE,3.727395953
134,4072,3k,long,229,5.433722004,4.07178539,4.239515,1.83,1.695806,966,1098,1146,TRUE,TRUE,TRUE,3.731698695
218,128,3k,bad,78,4.356708827,5.246811504,2.79,1.27,1.116,421,301,236,TRUE,TRUE,TRUE,3.739405752
212,4663,3k,nose,84,4.430816799,5.16595938,2.95,1.15,1.18,181,123,123,TRUE,TRUE,TRUE,3.76297969
79,84,lcnl,as,844,6.738152495,2.648645986,6.10449,2.3,2.441796,2243,3346,4616,TRUE,TRUE,TRUE,3.766118993
103,7633,3k,time,417,6.033086222,3.417876391,5.16,1.86,2.064,1847,1882,2005,TRUE,TRUE,TRUE,3.772938196
130,3773,3k,know,257,5.549076085,3.94593358,4.5,2.12,1.8,2010,1924,1730,TRUE,TRUE,TRUE,3.77296679
99,3457,lcnl,if,468,6.148468296,3.291994041,5.3585,2.34,2.1434,1827,2192,2595,TRUE,TRUE,TRUE,3.789397021
221,2413,3k,fly,85,4.442651256,5.153047935,3.05,1.18,1.22,396,182,110,TRUE,TRUE,TRUE,3.796523967
119,6649,3k,some,316,5.755742214,3.720459924,4.846964,2.44,1.9387856,2171,1973,2260,TRUE,TRUE,TRUE,3.799015562
196,2084,lcnl,eyes,111,4.709530201,4.861881832,3.443482,1.36,1.3773928,487,652,712,TRUE,TRUE,TRUE,3.808333716
180,2919,3k,green,141,4.94875989,4.600881189,3.79,1.32,1.516,523,276,236,TRUE,TRUE,TRUE,3.816440595
185,582,3k,boy,129,4.859812404,4.697923287,3.67,1.88,1.468,952,675,614,TRUE,TRUE,TRUE,3.816961644
243,3107,3k,hand,65,4.17438727,5.445725124,2.74,1.24,1.096,434,501,519,TRUE,TRUE,TRUE,3.818862562
147,4755,3k,our,209,5.342334252,4.171489829,4.346085,1.53,1.738434,621,709,909,TRUE,TRUE,TRUE,3.824178915
109,4677,3k,now,405,6.003887067,3.449732797,5.25193,1.77,2.100772,2249,1833,1836,TRUE,TRUE,TRUE,3.825638398
169,8325,3k,why,157,5.056245805,4.483613583,3.97309,2.11,1.589236,1218,1084,927,TRUE,TRUE,TRUE,3.831042792
198,350,3k,bird,112,4.718498871,4.852096974,3.52,1.66,1.408,540,167,118,TRUE,TRUE,TRUE,3.834048487
238,156,3k,ball,70,4.248495242,5.364873001,2.9,1.22,1.16,587,304,248,TRUE,TRUE,TRUE,3.842436501
110,125,3k,back,406,6.00635316,3.447042279,5.305215,2.35,2.122086,2096,1959,1784,TRUE,TRUE,TRUE,3.845607139
171,7754,3k,train,155,5.043425117,4.49760101,4,1.71,1.6,222,127,95,TRUE,TRUE,TRUE,3.848800505
112,8430,3k,would,396,5.981414211,3.474250782,5.28,1.56,2.112,1957,2329,2710,TRUE,TRUE,TRUE,3.849125391
164,7962,lcnl,us,177,5.176149733,4.352797871,4.18623,2.07,1.674492,997,883,909,TRUE,TRUE,TRUE,3.850890936
142,7515,3k,think,265,5.579729826,3.912490213,4.75,1.55,1.9,1417,1313,1353,TRUE,TRUE,TRUE,3.856245107
168,8128,3k,want,169,5.129898715,4.403257934,4.16,2.32,1.664,2034,1248,985,TRUE,TRUE,TRUE,3.865628967
226,7229,3k,sun,95,4.553876892,5.031700278,3.4,1.64,1.36,573,430,418,TRUE,TRUE,TRUE,3.875850139
259,87,3k,ask,65,4.17438727,5.445725124,2.89,1.37,1.156,339,309,266,TRUE,TRUE,TRUE,3.878862562
213,2524,3k,friend,105,4.65396035,4.922508784,3.57,1.43,1.428,427,343,276,TRUE,TRUE,TRUE,3.889254392
209,4549,3k,name,112,4.718498871,4.852096974,3.68,1.53,1.472,635,533,469,TRUE,TRUE,TRUE,3.898048487
148,4213,3k,make,233,5.451038454,4.052893067,4.68,1.77,1.872,1380,1258,1453,TRUE,TRUE,TRUE,3.898446534
233,2177,3k,fell,83,4.418840608,5.179025457,3.280385,1.2,1.312154,294,238,186,TRUE,TRUE,TRUE,3.901666729
135,7695,3k,too,313,5.746203191,3.73086704,5.102732,2,2.0410928,2069,1669,1456,TRUE,TRUE,TRUE,3.90652632
205,7841,3k,truck,119,4.779123493,4.785955244,3.79,1.47,1.516,308,158,85,TRUE,TRUE,TRUE,3.908977622
312,1593,3k,dad,49,3.891820298,5.754006934,2.58,1.17,1.032,731,292,173,TRUE,TRUE,TRUE,3.909003467
201,5881,3k,school,127,4.844187086,4.714970578,3.89,1.37,1.556,1065,866,777,TRUE,TRUE,TRUE,3.913485289
228,368,3k,black,98,4.584967479,4.99778031,3.56,1.92,1.424,261,293,309,TRUE,TRUE,TRUE,3.922890155
217,2135,3k,fast,111,4.709530201,4.861881832,3.738636,1.33,1.4954544,610,347,221,TRUE,TRUE,TRUE,3.926395316
211,3178,3k,hear,115,4.744932128,4.823258174,3.8,1.64,1.52,482,457,373,TRUE,TRUE,TRUE,3.931629087
187,7440,3k,tell,156,5.049856007,4.490584881,4.26,2.05,1.704,1243,1107,962,TRUE,TRUE,TRUE,3.949292441
139,7489,3k,their,324,5.780743516,3.693183393,5.262587,2.02,2.1050348,660,1336,2034,TRUE,TRUE,TRUE,3.951626497
261,2249,3k,fire,74,4.304065093,5.304246049,3.25,1.16,1.3,290,394,318,TRUE,TRUE,TRUE,3.952123024
329,3396,3k,hug,45,3.80666249,5.846914477,2.58,0.96,1.032,48,23,9,TRUE,TRUE,TRUE,3.955457239
186,7359,3k,take,164,5.099866428,4.436023292,4.37,1.89,1.748,1347,1036,1013,TRUE,TRUE,TRUE,3.966011646
272,3090,3k,hair,68,4.219507705,5.396498531,3.17,1.76,1.268,214,246,228,TRUE,TRUE,TRUE,3.966249266
277,2441,3k,food,69,4.234106505,5.380571177,3.25,1.21,1.3,454,529,663,TRUE,TRUE,TRUE,3.990285589
268,3368,3k,hot,75,4.317488114,5.289601474,3.37,1.77,1.348,449,281,252,TRUE,TRUE,TRUE,3.992800737
262,8110,3k,walk,79,4.369447852,5.232913171,3.45,2.04,1.38,485,351,281,TRUE,TRUE,TRUE,3.996456586
266,7858,3k,try,78,4.356708827,5.246811504,3.44,2.15,1.376,370,362,347,TRUE,TRUE,TRUE,3.999405752
220,5049,3k,play,126,4.836281907,4.723595164,4.1,2.59,1.64,1169,470,322,TRUE,TRUE,TRUE,4.001797582
224,6607,3k,snow,124,4.820281566,4.741051606,4.11,2.31,1.644,236,211,229,TRUE,TRUE,TRUE,4.014525803
376,8234,3k,wet,37,3.610917913,6.060472672,2.47,1.35,0.988,218,127,106,TRUE,TRUE,TRUE,4.018236336
232,7703,3k,top,104,4.644390899,4.932949097,3.89,1.53,1.556,394,368,326,TRUE,TRUE,TRUE,4.022474549
207,4605,3k,next,144,4.9698133,4.577911827,4.346085,1.86,1.738434,972,841,688,TRUE,TRUE,TRUE,4.027389914
265,5445,3k,rain,83,4.418840608,5.179025457,3.6,1.27,1.44,361,227,185,TRUE,TRUE,TRUE,4.029512729
229,2259,3k,fish,115,4.744932128,4.823258174,4.05,1.61,1.62,908,366,237,TRUE,TRUE,TRUE,4.031629087
146,827,3k,by,312,5.743003188,3.734358257,5.411785,1.5,2.164714,1189,1462,2074,TRUE,TRUE,TRUE,4.031893129
150,3378,3k,how,292,5.676753802,3.806636628,5.3585,1.92,2.1434,2048,2049,2147,TRUE,TRUE,TRUE,4.046718314
295,6315,3k,sit,73,4.290459441,5.319089875,3.47,2.25,1.388,376,230,166,TRUE,TRUE,TRUE,4.047544938
350,1530,3k,cry,44,3.784189634,5.871432462,2.78,1.66,1.112,187,147,89,TRUE,TRUE,TRUE,4.047716231
246,809,3k,bus,96,4.564348191,5.020276043,3.85,1.57,1.54,349,228,132,TRUE,TRUE,TRUE,4.050138022
202,7513,3k,thing,162,5.087596335,4.449410017,4.58,1.61,1.832,640,585,607,TRUE,TRUE,TRUE,4.056705009
324,5774,3k,sad,60,4.094344562,5.533052071,3.24,2.21,1.296,274,147,84,TRUE,TRUE,TRUE,4.062526036
304,1952,3k,duck,72,4.276666119,5.33413845,3.5,1.64,1.4,390,50,20,TRUE,TRUE,TRUE,4.067069225
222,2255,3k,first,138,4.927253685,4.624344553,4.388713,1.31,1.7554852,745,994,1181,TRUE,TRUE,TRUE,4.067657477
270,529,3k,book,82,4.406719247,5.192249915,3.68,1.8,1.472,641,317,309,TRUE,TRUE,TRUE,4.068124958
379,6189,3k,shoe,37,3.610917913,6.060472672,2.6,1.19,1.04,45,34,27,TRUE,TRUE,TRUE,4.070236336
197,4601,3k,new,174,5.159055299,4.371447973,4.72,2.14,1.888,879,794,945,TRUE,TRUE,TRUE,4.073723987
290,2580,3k,fun,79,4.369447852,5.232913171,3.67,0.97,1.468,629,241,159,TRUE,TRUE,TRUE,4.084456586
274,1626,3k,dark,83,4.418840608,5.179025457,3.74,1.37,1.496,324,340,310,TRUE,TRUE,TRUE,4.085512728
330,828,3k,bye,58,4.060443011,5.570038813,3.280385,2.16,1.312154,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,4.097173407
245,312,3k,best,105,4.65396035,4.922508784,4.090317,1.66,1.6361268,395,372,339,TRUE,TRUE,TRUE,4.097381192
281,8376,3k,wish,84,4.430816799,5.16595938,3.79,0.92,1.516,366,200,145,TRUE,TRUE,TRUE,4.09897969
321,3259,3k,hill,66,4.189654742,5.429068245,3.47,1.47,1.388,252,182,134,TRUE,TRUE,TRUE,4.102534123
223,4528,3k,must,148,4.997212274,4.548019425,4.58,2.36,1.832,818,792,834,TRUE,TRUE,TRUE,4.106009713
347,1228,lcnl,clothes,50,3.912023005,5.731965691,3.11,1.41,1.244,155,192,179,TRUE,TRUE,TRUE,4.109982846
372,7739,3k,toy,45,3.80666249,5.846914477,3,1.15,1.2,105,48,27,TRUE,TRUE,TRUE,4.123457239
240,2543,3k,frog,117,4.762173935,4.804447287,4.32,1.45,1.728,876,101,28,TRUE,TRUE,TRUE,4.130223644
234,3858,3k,last,119,4.779123493,4.785955244,4.346085,1.83,1.738434,632,675,653,TRUE,TRUE,TRUE,4.131411622
258,6369,3k,sky,104,4.644390899,4.932949097,4.17,1.89,1.668,404,254,205,TRUE,TRUE,TRUE,4.134474549
195,4121,3k,love,215,5.370638028,4.140610285,5.17,3.54,2.068,111,164,135,TRUE,TRUE,TRUE,4.138305143
340,4352,3k,milk,57,4.043051268,5.58901328,3.37,1.42,1.348,162,153,127,TRUE,TRUE,TRUE,4.14250664
230,4494,3k,much,138,4.927253685,4.624344553,4.580539,1.24,1.8322156,698,820,975,TRUE,TRUE,TRUE,4.144387877
113,7494,3k,then,673,6.51174533,2.895657199,6.74391,3.51,2.697564,4009,3107,2849,TRUE,TRUE,TRUE,4.1453926
297,1298,3k,cold,86,4.454347296,5.140287504,3.95,1.79,1.58,394,322,365,TRUE,TRUE,TRUE,4.150143752
184,8168,3k,way,247,5.509388337,3.989233088,5.39,1.74,2.156,1288,1322,1517,TRUE,TRUE,TRUE,4.150616544
313,7476,3k,thank,76,4.33073334,5.275150874,3.79,1.72,1.516,248,115,73,TRUE,TRUE,TRUE,4.153575437
327,4483,3k,mouth,65,4.17438727,5.445725124,3.58,1.43,1.432,127,178,195,TRUE,TRUE,TRUE,4.154862562
331,4583,3k,need,64,4.158883083,5.46264026,3.56,1.34,1.424,733,546,562,TRUE,TRUE,TRUE,4.15532013
302,4608,3k,nice,85,4.442651256,5.153047935,3.95,1.51,1.58,333,232,170,TRUE,TRUE,TRUE,4.156523968
367,5654,3k,rock,49,3.891820298,5.754006934,3.22,1.17,1.288,287,163,140,TRUE,TRUE,TRUE,4.165003467
365,850,3k,cake,50,3.912023005,5.731965691,3.26,2.28,1.304,259,68,40,TRUE,TRUE,TRUE,4.169982846
301,8300,3k,white,89,4.48863637,5.102877974,4.06,1.66,1.624,360,377,403,TRUE,TRUE,TRUE,4.175438987
269,2733,3k,give,103,4.634728988,4.943490285,4.28,1.93,1.712,570,523,477,TRUE,TRUE,TRUE,4.183745143
289,5683,3k,room,97,4.574710979,5.008970197,4.22,1.44,1.688,849,710,718,TRUE,TRUE,TRUE,4.192485099
360,6296,3k,sing,55,4.007333185,5.627981866,3.47,1.31,1.388,126,71,58,TRUE,TRUE,TRUE,4.201990933
256,3953,3k,let,119,4.779123493,4.785955244,4.53,2.09,1.812,919,662,613,TRUE,TRUE,TRUE,4.204977622
323,2725,3k,girl,80,4.382026635,5.219189664,4,1.89,1.6,643,401,356,TRUE,TRUE,TRUE,4.209594832
311,5502,3k,read,86,4.454347296,5.140287504,4.11,1.68,1.644,529,494,520,TRUE,TRUE,TRUE,4.214143752
351,639,3k,bread,58,4.060443011,5.570038813,3.58,1.61,1.432,142,102,83,TRUE,TRUE,TRUE,4.217019406
310,2065,3k,end,93,4.532599493,5.054914013,4.28,2.61,1.712,296,327,384,TRUE,TRUE,TRUE,4.239457007
335,34,3k,air,71,4.262679877,5.349397502,3.94,1.55,1.576,314,415,516,TRUE,TRUE,TRUE,4.250698751
343,8357,3k,wind,68,4.219507705,5.396498531,3.89,1.37,1.556,317,238,246,TRUE,TRUE,TRUE,4.254249266
356,2089,3k,face,61,4.110873864,5.515018529,3.75,2.2,1.5,376,435,483,TRUE,TRUE,TRUE,4.257509264
436,3627,3k,jump,31,3.433987204,6.253504853,2.84,1.3,1.136,406,110,71,TRUE,TRUE,TRUE,4.262752427
366,6676,3k,sound,59,4.077537444,5.551388711,3.72,1.53,1.488,208,338,343,TRUE,TRUE,TRUE,4.263694356
309,5745,3k,run,100,4.605170186,4.975739068,4.47,1.9,1.788,734,399,322,TRUE,TRUE,TRUE,4.275869534
326,580,3k,box,86,4.454347296,5.140287504,4.3,1.66,1.72,653,267,174,TRUE,TRUE,TRUE,4.290143752
353,2896,3k,grass,66,4.189654742,5.429068245,3.94,1.55,1.576,232,186,175,TRUE,TRUE,TRUE,4.290534122
396,7446,3k,ten,50,3.912023005,5.731965691,3.578781,1.49,1.4315124,200,184,168,TRUE,TRUE,TRUE,4.297495246
481,4553,3k,nap,23,3.135494216,6.579162017,2.53,0.77,1.012,54,22,8,TRUE,TRUE,TRUE,4.301581009
420,4625,3k,nine,38,3.63758616,6.031377497,3.2271,1.3,1.29084,53,60,57,TRUE,TRUE,TRUE,4.306528749
341,728,3k,brown,77,4.343805422,5.260889175,4.196887,1.31,1.6787548,264,162,151,TRUE,TRUE,TRUE,4.309199388
398,4147,3k,lunch,50,3.912023005,5.731965691,3.61,1.69,1.444,407,167,91,TRUE,TRUE,TRUE,4.309982846
390,4969,3k,pig,57,4.043051268,5.58901328,3.84,2.03,1.536,310,97,46,TRUE,TRUE,TRUE,4.33050664
288,4735,3k,once,129,4.859812404,4.697923287,4.974848,2.32,1.9899392,338,463,547,TRUE,TRUE,TRUE,4.338900844
305,6656,3k,soon,115,4.744932128,4.823258174,4.82565,1.88,1.93026,616,558,486,TRUE,TRUE,TRUE,4.341889087
346,8098,3k,wait,78,4.356708827,5.246811504,4.3,1.89,1.72,424,321,203,TRUE,TRUE,TRUE,4.343405752
404,7353,3k,tail,50,3.912023005,5.731965691,3.7,1.13,1.48,177,184,127,TRUE,TRUE,TRUE,4.345982846
378,7891,3k,turn,67,4.204692619,5.412661855,4.11,1.73,1.644,224,294,307,TRUE,TRUE,TRUE,4.350330928
392,1384,3k,cow,59,4.077537444,5.551388711,3.94,1.63,1.576,154,66,48,TRUE,TRUE,TRUE,4.351694356
292,2910,3k,great,131,4.875197323,4.681138273,5.05,1.23,2.02,373,399,498,TRUE,TRUE,TRUE,4.360569137
250,5824,3k,saw,164,5.099866428,4.436023292,5.3585,2.09,2.1434,1596,999,727,TRUE,TRUE,TRUE,4.361411646
411,3721,3k,kiss,45,3.80666249,5.846914477,3.61,2.25,1.444,23,13,10,TRUE,TRUE,TRUE,4.367457239
369,2576,3k,full,71,4.262679877,5.349397502,4.24,1.61,1.696,92,167,192,TRUE,TRUE,TRUE,4.370698751
332,3254,3k,high,91,4.510859507,5.078632434,4.58,2.24,1.832,243,344,407,TRUE,TRUE,TRUE,4.371316217
394,3981,3k,light,61,4.110873864,5.515018529,4.05,1.99,1.62,356,353,454,TRUE,TRUE,TRUE,4.377509265
227,7536,3k,thought,234,5.455321115,4.048220664,5.89135,2.18,2.35654,1047,1130,1062,TRUE,TRUE,TRUE,4.380650332
381,6474,3k,slow,65,4.17438727,5.445725124,4.15,1.76,1.66,105,81,77,TRUE,TRUE,TRUE,4.382862562
440,2446,3k,foot,38,3.63758616,6.031377497,3.44,1.38,1.376,152,134,140,TRUE,TRUE,TRUE,4.391688749
363,3117,3k,hard,76,4.33073334,5.275150874,4.39,2.15,1.756,573,581,543,TRUE,TRUE,TRUE,4.393575437
408,3450,3k,ice,51,3.931825633,5.710360938,3.86,1.06,1.544,127,156,160,TRUE,TRUE,TRUE,4.399180469
454,222,3k,bath,32,3.465735903,6.218866883,3.23,1.56,1.292,26,31,24,TRUE,TRUE,TRUE,4.401433442
345,1615,3k,dance,89,4.48863637,5.102877974,4.63,1.57,1.852,55,60,51,TRUE,TRUE,TRUE,4.403438987
231,7571,3k,through,212,5.356586275,4.155940809,5.816751,1.86,2.3267004,343,714,989,TRUE,TRUE,TRUE,4.404670805
325,4481,3k,mouse,111,4.709530201,4.861881832,4.94,1.76,1.976,442,171,82,TRUE,TRUE,TRUE,4.406940916
427,7365,3k,talk,44,3.784189634,5.871432462,3.68,1.73,1.472,460,372,300,TRUE,TRUE,TRUE,4.407716231
316,2475,3k,found,124,4.820281566,4.741051606,5.14536,1.96,2.058144,533,535,632,TRUE,TRUE,TRUE,4.428669803
472,4746,lcnl,orange,31,3.433987204,6.253504853,3.26,1.15,1.304,49,49,41,TRUE,TRUE,TRUE,4.430752427
306,7039,3k,still,134,4.8978398,4.656435231,5.262587,1.87,2.1050348,699,758,830,TRUE,TRUE,TRUE,4.433252416
426,487,3k,boat,47,3.850147602,5.799472029,3.84,1.46,1.536,379,207,132,TRUE,TRUE,TRUE,4.435736015
443,4960,3k,pie,41,3.713572067,5.948476538,3.67,1.64,1.468,31,22,20,TRUE,TRUE,TRUE,4.442238269
514,3936,3k,leg,25,3.218875825,6.488192314,3,1.5,1.2,118,114,83,TRUE,TRUE,TRUE,4.444096157
424,288,3k,bell,48,3.871201011,5.776502667,3.89,1.68,1.556,248,108,80,TRUE,TRUE,TRUE,4.444251334
333,5015,3k,place,104,4.644390899,4.932949097,4.95,1.96,1.98,720,670,756,TRUE,TRUE,TRUE,4.446474548
402,6130,3k,sheep,62,4.127134385,5.49727823,4.25,1.52,1.7,192,84,76,TRUE,TRUE,TRUE,4.448639115
357,5706,3k,round,88,4.477336814,5.115205839,4.75,2.05,1.9,106,120,158,TRUE,TRUE,TRUE,4.457602919
338,7533,3k,those,104,4.644390899,4.932949097,5.006819,2.27,2.0027276,262,339,403,TRUE,TRUE,TRUE,4.469202149
460,1552,3k,cup,36,3.583518938,6.090365073,3.57,1.99,1.428,41,55,43,TRUE,TRUE,TRUE,4.473182536
181,3635,3k,just,448,6.104793232,3.339643727,7.010335,2.48,2.804134,2152,2096,1991,TRUE,TRUE,TRUE,4.473955864
400,3663,3k,keep,67,4.204692619,5.412661855,4.42,2.04,1.768,496,530,579,TRUE,TRUE,TRUE,4.474330928
383,7651,lcnl,tired,77,4.343805422,5.260889175,4.62,2.58,1.848,225,208,163,TRUE,TRUE,TRUE,4.478444588
395,7126,3k,street,74,4.304065093,5.304246049,4.58,2.48,1.832,563,369,284,TRUE,TRUE,TRUE,4.484123025
375,4434,3k,moon,88,4.477336814,5.115205839,4.83,2.31,1.932,196,119,143,TRUE,TRUE,TRUE,4.489602919
368,7237,3k,sure,89,4.48863637,5.102877974,4.85,1.46,1.94,467,589,564,TRUE,TRUE,TRUE,4.491438987
342,7736,3k,town,107,4.672828834,4.901923185,5.11,2.66,2.044,236,262,297,TRUE,TRUE,TRUE,4.494961593
354,2013,3k,each,95,4.553876892,5.031700278,4.953534,1.53,1.9814136,566,741,955,TRUE,TRUE,TRUE,4.497263739
612,1372,3k,count,17,2.833213344,6.908951778,2.61,0.98,1.044,92,57,57,TRUE,TRUE,TRUE,4.498475889
386,6265,3k,side,79,4.369447852,5.232913171,4.72,1.27,1.888,413,429,422,TRUE,TRUE,TRUE,4.504456586
486,8406,lcnl,woof,33,3.496507561,6.185294868,3.53,1.87,1.412,30,6,0,TRUE,TRUE,TRUE,4.504647434
248,8216,3k,well,222,5.402677382,4.105655209,6.157775,2.65,2.46311,1024,1066,1046,TRUE,TRUE,TRUE,4.515937604
419,8157,3k,watch,57,4.043051268,5.58901328,4.33,1.61,1.732,284,294,258,TRUE,TRUE,TRUE,4.52650664
453,1155,3k,clean,41,3.713572067,5.948476538,3.89,1.49,1.556,258,163,134,TRUE,TRUE,TRUE,4.530238269
397,855,3k,call,76,4.33073334,5.275150874,4.74,1.85,1.896,341,315,268,TRUE,TRUE,TRUE,4.533575437
429,6652,3k,song,53,3.970291914,5.668394056,4.26,1.73,1.704,58,56,52,TRUE,TRUE,TRUE,4.538197028
505,4427,3k,moo,31,3.433987204,6.253504853,3.53,1.87,1.412,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,4.538752427
452,4296,3k,mean,43,3.761200116,5.896514127,4,1.68,1.6,330,377,282,TRUE,TRUE,TRUE,4.548257064
523,1901,3k,drink,29,3.36729583,6.326265436,3.47,1.31,1.388,181,126,96,TRUE,TRUE,TRUE,4.551132718
684,6816,3k,spoon,14,2.63905733,7.120776844,2.5,0.79,1,19,12,12,TRUE,TRUE,TRUE,4.560388422
509,2014,3k,ear,32,3.465735903,6.218866883,3.63,1.92,1.452,28,74,70,TRUE,TRUE,TRUE,4.561433442
446,5555,3k,rest,49,3.891820298,5.754006934,4.22,2.53,1.688,199,221,235,TRUE,TRUE,TRUE,4.565003467
470,6637,3k,soft,40,3.688879454,5.975416287,3.95,1.5,1.58,107,126,138,TRUE,TRUE,TRUE,4.567708144
476,2043,3k,egg,38,3.63758616,6.031377497,3.89,1.85,1.556,133,90,53,TRUE,TRUE,TRUE,4.571688749
399,2477,3k,four,81,4.394449155,5.20563664,4.93222,2.48,1.972888,222,249,293,TRUE,TRUE,TRUE,4.57570632
428,2269,3k,five,59,4.077537444,5.551388711,4.50594,1.36,1.802376,168,226,224,TRUE,TRUE,TRUE,4.578070355
431,2373,3k,floor,56,4.025351691,5.608323597,4.44,1.98,1.776,246,227,250,TRUE,TRUE,TRUE,4.580161799
491,7032,3k,stick,37,3.610917913,6.060472672,3.89,1.57,1.556,163,128,112,TRUE,TRUE,TRUE,4.586236336
442,4009,cdi,lion,54,3.988984047,5.648000857,4.42,1.74,1.768,225,109,74,TRUE,TRUE,TRUE,4.592000429
626,4579,3k,neck,19,2.944438979,6.78760412,3,1.25,1.2,65,87,85,TRUE,TRUE,TRUE,4.59380206
499,6964,3k,star,36,3.583518938,6.090365073,3.89,1.59,1.556,85,93,80,TRUE,TRUE,TRUE,4.601182537
355,3935,3k,left,119,4.779123493,4.785955244,5.57164,2.17,2.228656,556,604,606,TRUE,TRUE,TRUE,4.621633622
459,4185,lcnl,ma,48,3.871201011,5.776502667,4.346085,2.74,1.738434,15,80,84,TRUE,TRUE,TRUE,4.626685334
576,6515,3k,smile,26,3.258096538,6.445402344,3.51,1.72,1.404,104,118,100,TRUE,TRUE,TRUE,4.626701172
591,950,3k,chair,24,3.17805383,6.53272929,3.43,1.33,1.372,108,130,133,TRUE,TRUE,TRUE,4.638364645
199,8347,3k,will,485,6.184148891,3.253066354,7.53,2.87,3.012,4845,2333,1948,TRUE,TRUE,TRUE,4.638533177
380,7473,3k,than,105,4.65396035,4.922508784,5.454413,2.33,2.1817652,476,728,1008,TRUE,TRUE,TRUE,4.643019592
348,2237,3k,find,133,4.890349128,4.664607587,5.78,3.89,2.312,1342,870,874,TRUE,TRUE,TRUE,4.644303794
546,4990,3k,pink,31,3.433987204,6.253504853,3.8,1.61,1.52,20,43,40,TRUE,TRUE,TRUE,4.646752427
544,3695,lcnl,kids,32,3.465735903,6.218866883,3.861149,1.2,1.5444596,211,178,152,TRUE,TRUE,TRUE,4.653893042
401,8418,3k,world,93,4.532599493,5.054914013,5.32,2.26,2.128,150,273,399,TRUE,TRUE,TRUE,4.655457007
406,2548,3k,front,84,4.430816799,5.16595938,5.187988,2.06,2.0751952,372,447,450,TRUE,TRUE,TRUE,4.65817489
511,6881,3k,square,38,3.63758616,6.031377497,4.11,1.18,1.644,16,31,48,TRUE,TRUE,TRUE,4.659688749
437,8053,3k,voice,64,4.158883083,5.46264026,4.83,1.54,1.932,213,387,359,TRUE,TRUE,TRUE,4.66332013
389,1660,3k,dear,107,4.672828834,4.901923185,5.550326,1.82,2.2201304,73,93,84,TRUE,TRUE,TRUE,4.671091993
571,741,3k,brush,29,3.36729583,6.326265436,3.78,1.59,1.512,68,39,45,TRUE,TRUE,TRUE,4.675132718
595,1268,3k,coat,25,3.218875825,6.488192314,3.58,1.22,1.432,120,82,83,TRUE,TRUE,TRUE,4.676096157
