word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale
bites,3,1.098612289,8.80140916
blackberries,3,1.098612289,8.80140916
blaze's,3,1.098612289,8.80140916
bloomed,3,1.098612289,8.80140916
blown,3,1.098612289,8.80140916
blushed,3,1.098612289,8.80140916
bluuuuub,3,1.098612289,8.80140916
bob,3,1.098612289,8.80140916
bodies,3,1.098612289,8.80140916
bold,3,1.098612289,8.80140916
bombay,3,1.098612289,8.80140916
bon,3,1.098612289,8.80140916
bookshop,3,1.098612289,8.80140916
bottles,3,1.098612289,8.80140916
bough,3,1.098612289,8.80140916
bounce,3,1.098612289,8.80140916
bravely,3,1.098612289,8.80140916
breaking,3,1.098612289,8.80140916
breathed,3,1.098612289,8.80140916
brighter,3,1.098612289,8.80140916
broad,3,1.098612289,8.80140916
broth,3,1.098612289,8.80140916
brrm,3,1.098612289,8.80140916
bruno,3,1.098612289,8.80140916
brushing,3,1.098612289,8.80140916
bulb,3,1.098612289,8.80140916
bulbs,3,1.098612289,8.80140916
bunk,3,1.098612289,8.80140916
bunnies,3,1.098612289,8.80140916
bunnn,3,1.098612289,8.80140916
burnie,3,1.098612289,8.80140916
burp,3,1.098612289,8.80140916
bursting,3,1.098612289,8.80140916
buses,3,1.098612289,8.80140916
cabbages,3,1.098612289,8.80140916
caboose,3,1.098612289,8.80140916
cackle,3,1.098612289,8.80140916
calendar,3,1.098612289,8.80140916
camping,3,1.098612289,8.80140916
cant,3,1.098612289,8.80140916
canvas,3,1.098612289,8.80140916
caper,3,1.098612289,8.80140916
cared,3,1.098612289,8.80140916
career,3,1.098612289,8.80140916
carl,3,1.098612289,8.80140916
carriage,3,1.098612289,8.80140916
castles,3,1.098612289,8.80140916
cat's,3,1.098612289,8.80140916
catches,3,1.098612289,8.80140916
cattle,3,1.098612289,8.80140916
cawn't,3,1.098612289,8.80140916
celebrate,3,1.098612289,8.80140916
celery,3,1.098612289,8.80140916
certain,3,1.098612289,8.80140916
chanted,3,1.098612289,8.80140916
chapter,3,1.098612289,8.80140916
charms,3,1.098612289,8.80140916
chase's,3,1.098612289,8.80140916
cheek,3,1.098612289,8.80140916
cheep,3,1.098612289,8.80140916
chica,3,1.098612289,8.80140916
chip,3,1.098612289,8.80140916
chips,3,1.098612289,8.80140916
choppa,3,1.098612289,8.80140916
chopped,3,1.098612289,8.80140916
chopping,3,1.098612289,8.80140916
chores,3,1.098612289,8.80140916
chugging,3,1.098612289,8.80140916
churn,3,1.098612289,8.80140916
chute,3,1.098612289,8.80140916
circulation,3,1.098612289,8.80140916
clancy,3,1.098612289,8.80140916
clank,3,1.098612289,8.80140916
clapped,3,1.098612289,8.80140916
clark,3,1.098612289,8.80140916
cleaned,3,1.098612289,8.80140916
cliff,3,1.098612289,8.80140916
cloak,3,1.098612289,8.80140916
clothesline,3,1.098612289,8.80140916
cloudy,3,1.098612289,8.80140916
clucked,3,1.098612289,8.80140916
clump,3,1.098612289,8.80140916
coated,3,1.098612289,8.80140916
code,3,1.098612289,8.80140916
coffin,3,1.098612289,8.80140916
cole,3,1.098612289,8.80140916
collection,3,1.098612289,8.80140916
collector,3,1.098612289,8.80140916
comfort,3,1.098612289,8.80140916
comfy,3,1.098612289,8.80140916
comical,3,1.098612289,8.80140916
comin,3,1.098612289,8.80140916
commuter,3,1.098612289,8.80140916
concluded,3,1.098612289,8.80140916
conditions,3,1.098612289,8.80140916
considerate,3,1.098612289,8.80140916
container,3,1.098612289,8.80140916
coo,3,1.098612289,8.80140916
cornelius,3,1.098612289,8.80140916
corners,3,1.098612289,8.80140916
cost,3,1.098612289,8.80140916
cotton,3,1.098612289,8.80140916
cottontail,3,1.098612289,8.80140916
coupe,3,1.098612289,8.80140916
couple,3,1.098612289,8.80140916
coupled,3,1.098612289,8.80140916
crabtree,3,1.098612289,8.80140916
crashed,3,1.098612289,8.80140916
crawls,3,1.098612289,8.80140916
creak,3,1.098612289,8.80140916
crickets,3,1.098612289,8.80140916
crisscross,3,1.098612289,8.80140916
crowed,3,1.098612289,8.80140916
crows,3,1.098612289,8.80140916
crumble,3,1.098612289,8.80140916
crusts,3,1.098612289,8.80140916
cuddled,3,1.098612289,8.80140916
cure,3,1.098612289,8.80140916
curtain,3,1.098612289,8.80140916
curtsy,3,1.098612289,8.80140916
cushion,3,1.098612289,8.80140916
cushy,3,1.098612289,8.80140916
cutlets,3,1.098612289,8.80140916
cynthia,3,1.098612289,8.80140916
da,3,1.098612289,8.80140916
daddie,3,1.098612289,8.80140916
damp,3,1.098612289,8.80140916
dangling,3,1.098612289,8.80140916
dapple,3,1.098612289,8.80140916
dared,3,1.098612289,8.80140916
darkened,3,1.098612289,8.80140916
darn,3,1.098612289,8.80140916
day's,3,1.098612289,8.80140916
decision,3,1.098612289,8.80140916
ded,3,1.098612289,8.80140916
definitely,3,1.098612289,8.80140916
deserted,3,1.098612289,8.80140916
deserts,3,1.098612289,8.80140916
detective,3,1.098612289,8.80140916
determined,3,1.098612289,8.80140916
diapers,3,1.098612289,8.80140916
diesel,3,1.098612289,8.80140916
diner,3,1.098612289,8.80140916
dinners,3,1.098612289,8.80140916
directly,3,1.098612289,8.80140916
dirtiest,3,1.098612289,8.80140916
disappointed,3,1.098612289,8.80140916
disappointment,3,1.098612289,8.80140916
ditches,3,1.098612289,8.80140916
divine,3,1.098612289,8.80140916
doc,3,1.098612289,8.80140916
dock,3,1.098612289,8.80140916
doctor's,3,1.098612289,8.80140916
dog's,3,1.098612289,8.80140916
dolly,3,1.098612289,8.80140916
don,3,1.098612289,8.80140916
doze,3,1.098612289,8.80140916
dragging,3,1.098612289,8.80140916
drifting,3,1.098612289,8.80140916
drifts,3,1.098612289,8.80140916
drizzle,3,1.098612289,8.80140916
dropping,3,1.098612289,8.80140916
drops,3,1.098612289,8.80140916
drown,3,1.098612289,8.80140916
drowning,3,1.098612289,8.80140916
drumming,3,1.098612289,8.80140916
dull,3,1.098612289,8.80140916
dune,3,1.098612289,8.80140916
eager,3,1.098612289,8.80140916
easily,3,1.098612289,8.80140916
eeyore,3,1.098612289,8.80140916
efg,3,1.098612289,8.80140916
eighty,3,1.098612289,8.80140916
eldest,3,1.098612289,8.80140916
elegant,3,1.098612289,8.80140916
embarrassed,3,1.098612289,8.80140916
emergency,3,1.098612289,8.80140916
engaged,3,1.098612289,8.80140916
enjoyed,3,1.098612289,8.80140916
entered,3,1.098612289,8.80140916
entirely,3,1.098612289,8.80140916
envelopes,3,1.098612289,8.80140916
envy,3,1.098612289,8.80140916
escalator,3,1.098612289,8.80140916
evil,3,1.098612289,8.80140916
excavator,3,1.098612289,8.80140916
exeter,3,1.098612289,8.80140916
exhausted,3,1.098612289,8.80140916
expecting,3,1.098612289,8.80140916
explain,3,1.098612289,8.80140916
extraordinary,3,1.098612289,8.80140916
failed,3,1.098612289,8.80140916
farmers,3,1.098612289,8.80140916
fascinated,3,1.098612289,8.80140916
favor,3,1.098612289,8.80140916
feathered,3,1.098612289,8.80140916
february,3,1.098612289,8.80140916
feeding,3,1.098612289,8.80140916
felicity,3,1.098612289,8.80140916
fetched,3,1.098612289,8.80140916
fiddlers,3,1.098612289,8.80140916
fie,3,1.098612289,8.80140916
fiercely,3,1.098612289,8.80140916
fighters,3,1.098612289,8.80140916
figured,3,1.098612289,8.80140916
finding,3,1.098612289,8.80140916
finds,3,1.098612289,8.80140916
fireflies,3,1.098612289,8.80140916
fishes,3,1.098612289,8.80140916
fishy,3,1.098612289,8.80140916
flashed,3,1.098612289,8.80140916
flashing,3,1.098612289,8.80140916
fleas,3,1.098612289,8.80140916
flight,3,1.098612289,8.80140916
flopsy,3,1.098612289,8.80140916
flora,3,1.098612289,8.80140916
flown,3,1.098612289,8.80140916
foal,3,1.098612289,8.80140916
follows,3,1.098612289,8.80140916
foreman,3,1.098612289,8.80140916
forgetting,3,1.098612289,8.80140916
forklift,3,1.098612289,8.80140916
fortunately,3,1.098612289,8.80140916
forwards,3,1.098612289,8.80140916
fourpence,3,1.098612289,8.80140916
fourteen,3,1.098612289,8.80140916
freezy,3,1.098612289,8.80140916
fright,3,1.098612289,8.80140916
fritter,3,1.098612289,8.80140916
fritz's,3,1.098612289,8.80140916
frosting,3,1.098612289,8.80140916
frown,3,1.098612289,8.80140916
frrooggyy,3,1.098612289,8.80140916
fruits,3,1.098612289,8.80140916
fry,3,1.098612289,8.80140916
gasoline,3,1.098612289,8.80140916
gazing,3,1.098612289,8.80140916
gee,3,1.098612289,8.80140916
georgy,3,1.098612289,8.80140916
glanced,3,1.098612289,8.80140916
glided,3,1.098612289,8.80140916
glittering,3,1.098612289,8.80140916
glorious,3,1.098612289,8.80140916
gloucester,3,1.098612289,8.80140916
glowing,3,1.098612289,8.80140916
goats,3,1.098612289,8.80140916
gobble,3,1.098612289,8.80140916
gobbled,3,1.098612289,8.80140916
gobbles,3,1.098612289,8.80140916
goblins,3,1.098612289,8.80140916
googies,3,1.098612289,8.80140916
google,3,1.098612289,8.80140916
gox,3,1.098612289,8.80140916
gran,3,1.098612289,8.80140916
grasshopper,3,1.098612289,8.80140916
grave,3,1.098612289,8.80140916
grey,3,1.098612289,8.80140916
grickle,3,1.098612289,8.80140916
grocery,3,1.098612289,8.80140916
groomed,3,1.098612289,8.80140916
grop,3,1.098612289,8.80140916
grumbles,3,1.098612289,8.80140916
grundy,3,1.098612289,8.80140916
guide,3,1.098612289,8.80140916
guinea,3,1.098612289,8.80140916
gulp,3,1.098612289,8.80140916
gump,3,1.098612289,8.80140916
guys,3,1.098612289,8.80140916
hallowe'en,3,1.098612289,8.80140916
hammer,3,1.098612289,8.80140916
handful,3,1.098612289,8.80140916
handkerchief,3,1.098612289,8.80140916
happiness,3,1.098612289,8.80140916
harbor,3,1.098612289,8.80140916
harrow,3,1.098612289,8.80140916
haul,3,1.098612289,8.80140916
hazel,3,1.098612289,8.80140916
headdress,3,1.098612289,8.80140916
heap,3,1.098612289,8.80140916
hell,3,1.098612289,8.80140916
helpless,3,1.098612289,8.80140916
hero,3,1.098612289,8.80140916
hester's,3,1.098612289,8.80140916
hissed,3,1.098612289,8.80140916
hissing,3,1.098612289,8.80140916
hobble,3,1.098612289,8.80140916
hobby,3,1.098612289,8.80140916
hogs,3,1.098612289,8.80140916
holmes,3,1.098612289,8.80140916
homes,3,1.098612289,8.80140916
hopefully,3,1.098612289,8.80140916
hoy,3,1.098612289,8.80140916
humans,3,1.098612289,8.80140916
humpf,3,1.098612289,8.80140916
humpy,3,1.098612289,8.80140916
hunger,3,1.098612289,8.80140916
huppa,3,1.098612289,8.80140916
hurrying,3,1.098612289,8.80140916
hustled,3,1.098612289,8.80140916
hyena,3,1.098612289,8.80140916
ian,3,1.098612289,8.80140916
iced,3,1.098612289,8.80140916
icing,3,1.098612289,8.80140916
incredible,3,1.098612289,8.80140916
indian,3,1.098612289,8.80140916
indians,3,1.098612289,8.80140916
interrupting,3,1.098612289,8.80140916
introduction,3,1.098612289,8.80140916
invented,3,1.098612289,8.80140916
invitation,3,1.098612289,8.80140916
invite,3,1.098612289,8.80140916
invited,3,1.098612289,8.80140916
irene's,3,1.098612289,8.80140916
ives,3,1.098612289,8.80140916
jake,3,1.098612289,8.80140916
janitor,3,1.098612289,8.80140916
japanese,3,1.098612289,8.80140916
jelf,3,1.098612289,8.80140916
jewels,3,1.098612289,8.80140916
jingle,3,1.098612289,8.80140916
joan,3,1.098612289,8.80140916
jobs,3,1.098612289,8.80140916
jokes,3,1.098612289,8.80140916
june,3,1.098612289,8.80140916
katie's,3,1.098612289,8.80140916
keepers,3,1.098612289,8.80140916
kingdom,3,1.098612289,8.80140916
kites,3,1.098612289,8.80140916
knave,3,1.098612289,8.80140916
knitting,3,1.098612289,8.80140916
knives,3,1.098612289,8.80140916
kuplank,3,1.098612289,8.80140916
lab,3,1.098612289,8.80140916
lace,3,1.098612289,8.80140916
ladybird,3,1.098612289,8.80140916
lanes,3,1.098612289,8.80140916
language,3,1.098612289,8.80140916
largest,3,1.098612289,8.80140916
lark,3,1.098612289,8.80140916
lasso,3,1.098612289,8.80140916
latch,3,1.098612289,8.80140916
latin,3,1.098612289,8.80140916
leader,3,1.098612289,8.80140916
leaped,3,1.098612289,8.80140916
leaping,3,1.098612289,8.80140916
leapt,3,1.098612289,8.80140916
learnt,3,1.098612289,8.80140916
leeds,3,1.098612289,8.80140916
lessons,3,1.098612289,8.80140916
level,3,1.098612289,8.80140916
lid,3,1.098612289,8.80140916
lies,3,1.098612289,8.80140916
lightning,3,1.098612289,8.80140916
littleman,3,1.098612289,8.80140916
loaf,3,1.098612289,8.80140916
logpile,3,1.098612289,8.80140916
lollipop,3,1.098612289,8.80140916
longman,3,1.098612289,8.80140916
lookout,3,1.098612289,8.80140916
loots,3,1.098612289,8.80140916
lou,3,1.098612289,8.80140916
lurch,3,1.098612289,8.80140916
madder,3,1.098612289,8.80140916
mamma,3,1.098612289,8.80140916
mammals,3,1.098612289,8.80140916
map,3,1.098612289,8.80140916
marble,3,1.098612289,8.80140916
marching,3,1.098612289,8.80140916
margaret,3,1.098612289,8.80140916
marks,3,1.098612289,8.80140916
martha's,3,1.098612289,8.80140916
mashed,3,1.098612289,8.80140916
master's,3,1.098612289,8.80140916
matador,3,1.098612289,8.80140916
max's,3,1.098612289,8.80140916
mcsmogg,3,1.098612289,8.80140916
meetings,3,1.098612289,8.80140916
melinda,3,1.098612289,8.80140916
mell,3,1.098612289,8.80140916
melt,3,1.098612289,8.80140916
melting,3,1.098612289,8.80140916
microchiroptera,3,1.098612289,8.80140916
mild,3,1.098612289,8.80140916
milking,3,1.098612289,8.80140916
miller's,3,1.098612289,8.80140916
mischief,3,1.098612289,8.80140916
miserable,3,1.098612289,8.80140916
miserably,3,1.098612289,8.80140916
misses,3,1.098612289,8.80140916
misty,3,1.098612289,8.80140916
mix,3,1.098612289,8.80140916
moi,3,1.098612289,8.80140916
moms,3,1.098612289,8.80140916
mood,3,1.098612289,8.80140916
moppet,3,1.098612289,8.80140916
mopsy,3,1.098612289,8.80140916
movies,3,1.098612289,8.80140916
mowing,3,1.098612289,8.80140916
muddle,3,1.098612289,8.80140916
muddy,3,1.098612289,8.80140916
muffet,3,1.098612289,8.80140916
mumbled,3,1.098612289,8.80140916
mushroom,3,1.098612289,8.80140916
musn't,3,1.098612289,8.80140916
mustn't,3,1.098612289,8.80140916
muttered,3,1.098612289,8.80140916
mystery,3,1.098612289,8.80140916
naked,3,1.098612289,8.80140916
naptime,3,1.098612289,8.80140916
nasty,3,1.098612289,8.80140916
nate,3,1.098612289,8.80140916
native,3,1.098612289,8.80140916
naught,3,1.098612289,8.80140916
nay,3,1.098612289,8.80140916
nearer,3,1.098612289,8.80140916
nectar,3,1.098612289,8.80140916
needle,3,1.098612289,8.80140916
nelson's,3,1.098612289,8.80140916
nephew,3,1.098612289,8.80140916
nervously,3,1.098612289,8.80140916
nests,3,1.098612289,8.80140916
newest,3,1.098612289,8.80140916
nibbled,3,1.098612289,8.80140916
nickels,3,1.098612289,8.80140916
noble,3,1.098612289,8.80140916
non,3,1.098612289,8.80140916
normal,3,1.098612289,8.80140916
norman,3,1.098612289,8.80140916
notices,3,1.098612289,8.80140916
o.k,3,1.098612289,8.80140916
oak,3,1.098612289,8.80140916
oatmeal,3,1.098612289,8.80140916
occasional,3,1.098612289,8.80140916
offered,3,1.098612289,8.80140916
olives,3,1.098612289,8.80140916
onions,3,1.098612289,8.80140916
ordinary,3,1.098612289,8.80140916
otherwise,3,1.098612289,8.80140916
ouack,3,1.098612289,8.80140916
ouch,3,1.098612289,8.80140916
p.m,3,1.098612289,8.80140916
paced,3,1.098612289,8.80140916
padded,3,1.098612289,8.80140916
paddles,3,1.098612289,8.80140916
pains,3,1.098612289,8.80140916
palm,3,1.098612289,8.80140916
pancakes,3,1.098612289,8.80140916
panda's,3,1.098612289,8.80140916
panted,3,1.098612289,8.80140916
parking,3,1.098612289,8.80140916
partner,3,1.098612289,8.80140916
pascal's,3,1.098612289,8.80140916
passes,3,1.098612289,8.80140916
patched,3,1.098612289,8.80140916
patiently,3,1.098612289,8.80140916
paused,3,1.098612289,8.80140916
peace,3,1.098612289,8.80140916
pear,3,1.098612289,8.80140916
peek,3,1.098612289,8.80140916
peel,3,1.098612289,8.80140916
peered,3,1.098612289,8.80140916
pell,3,1.098612289,8.80140916
perched,3,1.098612289,8.80140916
person's,3,1.098612289,8.80140916
personal,3,1.098612289,8.80140916
petals,3,1.098612289,8.80140916
picadores,3,1.098612289,8.80140916
picker,3,1.098612289,8.80140916
picks,3,1.098612289,8.80140916
picnics,3,1.098612289,8.80140916
pies,3,1.098612289,8.80140916
pigeons,3,1.098612289,8.80140916
piggy,3,1.098612289,8.80140916
pillows,3,1.098612289,8.80140916
pippen,3,1.098612289,8.80140916
pitcher,3,1.098612289,8.80140916
planned,3,1.098612289,8.80140916
plant,3,1.098612289,8.80140916
planting,3,1.098612289,8.80140916
plaster,3,1.098612289,8.80140916
plop,3,1.098612289,8.80140916
pluck,3,1.098612289,8.80140916
plums,3,1.098612289,8.80140916
plunged,3,1.098612289,8.80140916
points,3,1.098612289,8.80140916
poly,3,1.098612289,8.80140916
popular,3,1.098612289,8.80140916
porgy,3,1.098612289,8.80140916
pounce,3,1.098612289,8.80140916
pounds,3,1.098612289,8.80140916
pouring,3,1.098612289,8.80140916
pox,3,1.098612289,8.80140916
practiced,3,1.098612289,8.80140916
precious,3,1.098612289,8.80140916
prepared,3,1.098612289,8.80140916
priest,3,1.098612289,8.80140916
protested,3,1.098612289,8.80140916
pterosaur,3,1.098612289,8.80140916
puddles,3,1.098612289,8.80140916
puppets,3,1.098612289,8.80140916
purred,3,1.098612289,8.80140916
pushes,3,1.098612289,8.80140916
puzzled,3,1.098612289,8.80140916
puzzles,3,1.098612289,8.80140916
queer,3,1.098612289,8.80140916
quit,3,1.098612289,8.80140916
radio,3,1.098612289,8.80140916
rail,3,1.098612289,8.80140916
railcars,3,1.098612289,8.80140916
raisins,3,1.098612289,8.80140916
raja,3,1.098612289,8.80140916
ranch,3,1.098612289,8.80140916
raow,3,1.098612289,8.80140916
rattlesnake,3,1.098612289,8.80140916
reads,3,1.098612289,8.80140916
reel,3,1.098612289,8.80140916
reindeer's,3,1.098612289,8.80140916
relations,3,1.098612289,8.80140916
remarkable,3,1.098612289,8.80140916
remembering,3,1.098612289,8.80140916
rené,3,1.098612289,8.80140916
resist,3,1.098612289,8.80140916
response,3,1.098612289,8.80140916
restaurant,3,1.098612289,8.80140916
returning,3,1.098612289,8.80140916
ribbon,3,1.098612289,8.80140916
riders,3,1.098612289,8.80140916
rides,3,1.098612289,8.80140916
ringman,3,1.098612289,8.80140916
ripped,3,1.098612289,8.80140916
robe,3,1.098612289,8.80140916
robin's,3,1.098612289,8.80140916
roger,3,1.098612289,8.80140916
roly,3,1.098612289,8.80140916
rooms,3,1.098612289,8.80140916
roundhouse,3,1.098612289,8.80140916
rows,3,1.098612289,8.80140916
rubbing,3,1.098612289,8.80140916
rubbish,3,1.098612289,8.80140916
rubble,3,1.098612289,8.80140916
rumpelstiltskin,3,1.098612289,8.80140916
rush,3,1.098612289,8.80140916
rushes,3,1.098612289,8.80140916
rust,3,1.098612289,8.80140916
rustling,3,1.098612289,8.80140916
rusty,3,1.098612289,8.80140916
sabbath,3,1.098612289,8.80140916
sandwiches,3,1.098612289,8.80140916
scaly,3,1.098612289,8.80140916
scamper,3,1.098612289,8.80140916
scene,3,1.098612289,8.80140916
scenery,3,1.098612289,8.80140916
schoolhouse,3,1.098612289,8.80140916
schools,3,1.098612289,8.80140916
scoop,3,1.098612289,8.80140916
scored,3,1.098612289,8.80140916
screaming,3,1.098612289,8.80140916
sculptor,3,1.098612289,8.80140916
seaweed,3,1.098612289,8.80140916
secretary,3,1.098612289,8.80140916
seeing,3,1.098612289,8.80140916
selling,3,1.098612289,8.80140916
sentence,3,1.098612289,8.80140916
shaftoe,3,1.098612289,8.80140916
shampooed,3,1.098612289,8.80140916
shaven,3,1.098612289,8.80140916
sherlock,3,1.098612289,8.80140916
shhhhhh,3,1.098612289,8.80140916
shines,3,1.098612289,8.80140916
ship's,3,1.098612289,8.80140916
ships,3,1.098612289,8.80140916
shorn,3,1.098612289,8.80140916
shrunk,3,1.098612289,8.80140916
shyly,3,1.098612289,8.80140916
sieve,3,1.098612289,8.80140916
signals,3,1.098612289,8.80140916
signed,3,1.098612289,8.80140916
ski,3,1.098612289,8.80140916
skidder,3,1.098612289,8.80140916
skies,3,1.098612289,8.80140916
slammed,3,1.098612289,8.80140916
sled,3,1.098612289,8.80140916
slightly,3,1.098612289,8.80140916
slimy,3,1.098612289,8.80140916
slippery,3,1.098612289,8.80140916
slips,3,1.098612289,8.80140916
slows,3,1.098612289,8.80140916
slumbering,3,1.098612289,8.80140916
smith,3,1.098612289,8.80140916
smog,3,1.098612289,8.80140916
smoothed,3,1.098612289,8.80140916
snatched,3,1.098612289,8.80140916
sneak,3,1.098612289,8.80140916
snorted,3,1.098612289,8.80140916
snows,3,1.098612289,8.80140916
snuffed,3,1.098612289,8.80140916
snuggles,3,1.098612289,8.80140916
soldiers,3,1.098612289,8.80140916
someone's,3,1.098612289,8.80140916
sometime,3,1.098612289,8.80140916
sorrow,3,1.098612289,8.80140916
sorrows,3,1.098612289,8.80140916
spain,3,1.098612289,8.80140916
sparkled,3,1.098612289,8.80140916
sparkly,3,1.098612289,8.80140916
speeding,3,1.098612289,8.80140916
spice,3,1.098612289,8.80140916
spilled,3,1.098612289,8.80140916
splendid,3,1.098612289,8.80140916
spoiled,3,1.098612289,8.80140916
spoons,3,1.098612289,8.80140916
spreading,3,1.098612289,8.80140916
springtime,3,1.098612289,8.80140916
spun,3,1.098612289,8.80140916
squeaked,3,1.098612289,8.80140916
squeal,3,1.098612289,8.80140916
squiggly,3,1.098612289,8.80140916
stair,3,1.098612289,8.80140916
stations,3,1.098612289,8.80140916
stellaluna's,3,1.098612289,8.80140916
stickers,3,1.098612289,8.80140916
sticking,3,1.098612289,8.80140916
stile,3,1.098612289,8.80140916
stir,3,1.098612289,8.80140916
stomped,3,1.098612289,8.80140916
storms,3,1.098612289,8.80140916
stove,3,1.098612289,8.80140916
strangers,3,1.098612289,8.80140916
straws,3,1.098612289,8.80140916
streams,3,1.098612289,8.80140916
stretches,3,1.098612289,8.80140916
strings,3,1.098612289,8.80140916
strum,3,1.098612289,8.80140916
studio,3,1.098612289,8.80140916
stumpy,3,1.098612289,8.80140916
sunset,3,1.098612289,8.80140916
sunshiny,3,1.098612289,8.80140916
supermarket,3,1.098612289,8.80140916
swallow,3,1.098612289,8.80140916
swallowed,3,1.098612289,8.80140916
sweeping,3,1.098612289,8.80140916
sweetheart,3,1.098612289,8.80140916
sweethearts,3,1.098612289,8.80140916
sweetly,3,1.098612289,8.80140916
swept,3,1.098612289,8.80140916
swooped,3,1.098612289,8.80140916
swoosh,3,1.098612289,8.80140916
tables,3,1.098612289,8.80140916
tack,3,1.098612289,8.80140916
taffy's,3,1.098612289,8.80140916
tailors,3,1.098612289,8.80140916
tales,3,1.098612289,8.80140916
talks,3,1.098612289,8.80140916
tallest,3,1.098612289,8.80140916
tangerine,3,1.098612289,8.80140916
tasted,3,1.098612289,8.80140916
teachers,3,1.098612289,8.80140916
teasing,3,1.098612289,8.80140916
teenager,3,1.098612289,8.80140916
tennis,3,1.098612289,8.80140916
the.pooh,3,1.098612289,8.80140916
thirteen,3,1.098612289,8.80140916
thoughtfully,3,1.098612289,8.80140916
thunder,3,1.098612289,8.80140916
tickets,3,1.098612289,8.80140916
ticks,3,1.098612289,8.80140916
tide,3,1.098612289,8.80140916
til,3,1.098612289,8.80140916
tilt,3,1.098612289,8.80140916
tips,3,1.098612289,8.80140916
tissue,3,1.098612289,8.80140916
tissues,3,1.098612289,8.80140916
toenails,3,1.098612289,8.80140916
tony,3,1.098612289,8.80140916
toolshed,3,1.098612289,8.80140916
toot,3,1.098612289,8.80140916
toppings,3,1.098612289,8.80140916
towards,3,1.098612289,8.80140916
towns,3,1.098612289,8.80140916
trade,3,1.098612289,8.80140916
trainer,3,1.098612289,8.80140916
treated,3,1.098612289,8.80140916
triangle's,3,1.098612289,8.80140916
trimmed,3,1.098612289,8.80140916
trips,3,1.098612289,8.80140916
trixie's,3,1.098612289,8.80140916
troubled,3,1.098612289,8.80140916
trust,3,1.098612289,8.80140916
trusty,3,1.098612289,8.80140916
tunnels,3,1.098612289,8.80140916
turkey,3,1.098612289,8.80140916
twirled,3,1.098612289,8.80140916
twirly,3,1.098612289,8.80140916
twopence,3,1.098612289,8.80140916
u.s,3,1.098612289,8.80140916
understanding,3,1.098612289,8.80140916
understands,3,1.098612289,8.80140916
unicorns,3,1.098612289,8.80140916
unload,3,1.098612289,8.80140916
untied,3,1.098612289,8.80140916
unto,3,1.098612289,8.80140916
veal,3,1.098612289,8.80140916
waddled,3,1.098612289,8.80140916
waded,3,1.098612289,8.80140916
walker,3,1.098612289,8.80140916
waltzing,3,1.098612289,8.80140916
wand,3,1.098612289,8.80140916
warning,3,1.098612289,8.80140916
wart,3,1.098612289,8.80140916
washer,3,1.098612289,8.80140916
washes,3,1.098612289,8.80140916
washington,3,1.098612289,8.80140916
watches,3,1.098612289,8.80140916
wed,3,1.098612289,8.80140916
weekend,3,1.098612289,8.80140916
whirled,3,1.098612289,8.80140916
whispers,3,1.098612289,8.80140916
whizzed,3,1.098612289,8.80140916
who'd,3,1.098612289,8.80140916
wilderness,3,1.098612289,8.80140916
wilt,3,1.098612289,8.80140916
wilted,3,1.098612289,8.80140916
wind's,3,1.098612289,8.80140916
windy,3,1.098612289,8.80140916
winked,3,1.098612289,8.80140916
winning,3,1.098612289,8.80140916
wishing,3,1.098612289,8.80140916
within,3,1.098612289,8.80140916
wives,3,1.098612289,8.80140916
wizard,3,1.098612289,8.80140916
wolves,3,1.098612289,8.80140916
woo,3,1.098612289,8.80140916
wool,3,1.098612289,8.80140916
woooo,3,1.098612289,8.80140916
worker,3,1.098612289,8.80140916
yawns,3,1.098612289,8.80140916
year's,3,1.098612289,8.80140916
yelling,3,1.098612289,8.80140916
ying,3,1.098612289,8.80140916
yip,3,1.098612289,8.80140916
yopp,3,1.098612289,8.80140916
zack,3,1.098612289,8.80140916
zans,3,1.098612289,8.80140916
zum,3,1.098612289,8.80140916
100th,2,0.693147181,9.243773377
14,2,0.693147181,9.243773377
15,2,0.693147181,9.243773377
15th,2,0.693147181,9.243773377
16,2,0.693147181,9.243773377
17,2,0.693147181,9.243773377
19,2,0.693147181,9.243773377
21,2,0.693147181,9.243773377
50,2,0.693147181,9.243773377
56,2,0.693147181,9.243773377
5th,2,0.693147181,9.243773377
60,2,0.693147181,9.243773377
6th,2,0.693147181,9.243773377
70,2,0.693147181,9.243773377
80,2,0.693147181,9.243773377
90,2,0.693147181,9.243773377
aah,2,0.693147181,9.243773377
aaooga,2,0.693147181,9.243773377
abigail,2,0.693147181,9.243773377
abroad,2,0.693147181,9.243773377
accidents,2,0.693147181,9.243773377
ached,2,0.693147181,9.243773377
aches,2,0.693147181,9.243773377
achy,2,0.693147181,9.243773377
acorn,2,0.693147181,9.243773377
action,2,0.693147181,9.243773377
address,2,0.693147181,9.243773377
adjust,2,0.693147181,9.243773377
admiration,2,0.693147181,9.243773377
admire,2,0.693147181,9.243773377
adore,2,0.693147181,9.243773377
afterward,2,0.693147181,9.243773377
agatha,2,0.693147181,9.243773377
agent,2,0.693147181,9.243773377
ages,2,0.693147181,9.243773377
aggle,2,0.693147181,9.243773377
ahhh,2,0.693147181,9.243773377
aids,2,0.693147181,9.243773377
ain,2,0.693147181,9.243773377
aired,2,0.693147181,9.243773377
aisle,2,0.693147181,9.243773377
alan's,2,0.693147181,9.243773377
