,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
2630,yam,3k,#N/A,#N/A,#N/A,8.342459999999999,3.29,3.3369839999999997,1.0,2.0,2.0
2631,gaze,3k,2.0,0.693147181,9.243773377,9.0,3.2,3.6,0.0,2.0,8.0
2632,newt,3k,#N/A,#N/A,#N/A,7.56,2.96,3.024,0.0,0.0,0.0
2633,yak,3k,1.0,0.0,10.0,7.78,3.56,3.112,#N/A,#N/A,#N/A
2634,rump,3k,2.0,0.693147181,9.243773377,8.95,3.8,3.5799999999999996,0.0,0.0,1.0
2635,waste,3k,4.0,1.386294361,8.487546753,6.5,1.69,2.6,9.0,23.0,24.0
2636,mike,3k,47.0,3.850147602,5.7994720289999995,6.775881000000001,2.99,2.7103524000000006,445.0,175.0,64.0
2637,twinge,3k,#N/A,#N/A,#N/A,11.82,2.88,4.728,#N/A,#N/A,#N/A
2638,bulk,3k,#N/A,#N/A,#N/A,10.21,2.8,4.0840000000000005,0.0,0.0,1.0
2639,tense,3k,#N/A,#N/A,#N/A,9.35,2.85,3.7399999999999998,0.0,7.0,10.0
2640,bull,3k,15.0,2.7080502010000003,7.045505317000001,4.53,2.29,1.812,25.0,15.0,22.0
2641,bulb,3k,3.0,1.098612289,8.80140916,6.56,2.23,2.6239999999999997,5.0,7.0,11.0
2642,plaid,3k,#N/A,#N/A,#N/A,8.56,3.47,3.4240000000000004,0.0,1.0,1.0
2643,veer,3k,#N/A,#N/A,#N/A,11.47,3.84,4.588,#N/A,#N/A,#N/A
2644,wilt,3k,3.0,1.098612289,8.80140916,7.76,2.49,3.104,0.0,3.0,1.0
2645,plain,3k,17.0,2.833213344,6.908951778,7.37,3.04,2.948,15.0,35.0,48.0
2646,chalk,3k,5.0,1.609437912,8.244096157000001,4.47,1.17,1.7879999999999998,6.0,7.0,11.0
2647,fault,3k,6.0,1.791759469,8.045182537,6.94,2.84,2.7760000000000002,8.0,28.0,31.0
2648,frappe,3k,#N/A,#N/A,#N/A,15.12,4.06,6.048,#N/A,#N/A,#N/A
2649,groin,3k,#N/A,#N/A,#N/A,9.22,1.77,3.688,#N/A,#N/A,#N/A
2650,snack,3k,13.0,2.5649493569999997,7.201628967,2.78,1.22,1.1119999999999999,13.0,13.0,6.0
2651,ripe,3k,2.0,0.693147181,9.243773377,7.11,2.87,2.8440000000000003,6.0,5.0,10.0
2652,flex,3k,#N/A,#N/A,#N/A,8.68,3.45,3.472,#N/A,#N/A,#N/A
2653,lush,3k,#N/A,#N/A,#N/A,11.28,4.4,4.512,0.0,0.0,1.0
2654,site,3k,2.0,0.693147181,9.243773377,8.63,3.09,3.4520000000000004,0.0,0.0,2.0
2655,lust,3k,#N/A,#N/A,#N/A,12.22,2.76,4.888,#N/A,#N/A,#N/A
2656,sheath,3k,#N/A,#N/A,#N/A,10.93,3.1,4.372,0.0,0.0,0.0
2657,prose,3k,#N/A,#N/A,#N/A,12.06,3.82,4.824,0.0,0.0,0.0
2658,thud,3k,7.0,1.9459101490000001,7.877003467000001,8.06,2.84,3.224,1.0,5.0,6.0
2659,whore,3k,1.0,0.0,10.0,12.22,3.35,4.888,#N/A,#N/A,#N/A
2660,whirl,3k,1.0,0.0,10.0,7.37,2.03,2.948,7.0,2.0,3.0
2661,steer,3k,4.0,1.386294361,8.487546753,6.0,1.63,2.4,3.0,4.0,9.0
2663,cross,3k,24.0,3.17805383,6.53272929,4.74,1.76,1.8960000000000001,56.0,71.0,82.0
2664,strange,3k,21.0,3.044522438,6.678412627,6.42,1.77,2.568,119.0,190.0,187.0
2665,flour,3k,4.0,1.386294361,8.487546753,6.89,2.33,2.756,56.0,18.0,12.0
2666,inch,3k,7.0,1.9459101490000001,7.877003467000001,5.11,1.73,2.044,9.0,20.0,20.0
2667,cream,3k,40.0,3.688879454,5.975416287000001,5.95,2.48,2.38,94.0,55.0,39.0
2668,clothe,3k,1.0,0.0,10.0,8.83,2.73,3.532,0.0,0.0,0.0
2669,twelfth,3k,#N/A,#N/A,#N/A,7.106248000000001,2.26,2.8424992000000002,0.0,2.0,1.0
2670,ball,3k,70.0,4.248495242,5.364873001,2.9,1.22,1.16,587.0,304.0,248.0
2671,slave,3k,1.0,0.0,10.0,7.84,2.03,3.136,8.0,20.0,21.0
2672,dusk,3k,1.0,0.0,10.0,8.74,1.82,3.496,1.0,3.0,6.0
2673,bale,3k,#N/A,#N/A,#N/A,8.2,2.5,3.28,0.0,0.0,1.0
2674,bald,3k,1.0,0.0,10.0,7.26,3.35,2.904,18.0,5.0,6.0
2675,beast,3k,3.0,1.098612289,8.80140916,5.74,2.79,2.2960000000000003,26.0,13.0,12.0
2676,fierce,3k,4.0,1.386294361,8.487546753,9.04,3.07,3.6159999999999997,0.0,13.0,15.0
2677,spree,3k,1.0,0.0,10.0,10.39,3.31,4.156000000000001,#N/A,#N/A,#N/A
2678,rift,3k,#N/A,#N/A,#N/A,12.0,2.95,4.8,0.0,0.0,0.0
2679,off,3k,225.0,5.4161004020000005,4.091010634,3.834549,2.09,1.5338196,862.0,1001.0,1023.0
2680,well,3k,222.0,5.402677382,4.105655209,6.157775000000001,2.65,2.4631100000000004,1024.0,1066.0,1046.0
2681,thought,3k,234.0,5.455321115,4.048220664,5.891350000000001,2.18,2.3565400000000003,1047.0,1130.0,1062.0
2682,drone,3k,#N/A,#N/A,#N/A,10.11,3.09,4.044,0.0,1.0,1.0
2683,welt,3k,#N/A,#N/A,#N/A,9.22,3.62,3.688,#N/A,#N/A,#N/A
2684,oops,3k,14.0,2.63905733,7.120776844,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2685,oft,3k,#N/A,#N/A,#N/A,9.674585,2.55,3.869834,#N/A,#N/A,#N/A
2686,hale,3k,#N/A,#N/A,#N/A,10.90014,3.69,4.360056,4.0,1.0,0.0
2687,lest,3k,#N/A,#N/A,#N/A,10.463203,3.54,4.1852812,0.0,0.0,1.0
2688,stout,3k,6.0,1.791759469,8.045182537,10.12,2.78,4.048,8.0,2.0,5.0
2689,less,3k,13.0,2.5649493569999997,7.201628967,#N/A,#N/A,#N/A,31.0,65.0,93.0
2690,oak,3k,3.0,1.098612289,8.80140916,7.35,1.79,2.94,16.0,31.0,31.0
2691,wren,3k,18.0,2.890371758,6.846591697000001,9.354875,3.86,3.74195,#N/A,#N/A,#N/A
2692,dose,3k,1.0,0.0,10.0,10.1,3.61,4.04,0.0,1.0,1.0
2693,front,3k,84.0,4.430816799,5.16595938,5.187988000000001,2.06,2.0751952000000005,372.0,447.0,450.0
2694,glum,3k,2.0,0.693147181,9.243773377,10.15,3.17,4.0600000000000005,#N/A,#N/A,#N/A
2695,smash,3k,8.0,2.079441542,7.73132013,4.65,2.03,1.86,3.0,3.0,3.0
2696,tough,3k,9.0,2.197224577,7.60281832,5.47,1.5,2.1879999999999997,5.0,27.0,22.0
2697,rest,3k,49.0,3.8918202980000003,5.7540069339999995,4.22,2.53,1.688,199.0,221.0,235.0
2698,glue,3k,2.0,0.693147181,9.243773377,4.67,1.08,1.8679999999999999,13.0,6.0,9.0
2699,dost,3k,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2700,web,3k,#N/A,#N/A,#N/A,5.37,1.71,2.148,35.0,18.0,11.0
2701,now,3k,405.0,6.003887067000001,3.449732797,5.251930000000001,1.77,2.100772,2249.0,1833.0,1836.0
2702,spear,3k,#N/A,#N/A,#N/A,7.22,3.41,2.888,0.0,1.0,7.0
2703,wee,3k,16.0,2.772588722,6.975093507,6.39,2.79,2.556,0.0,1.0,2.0
2704,wed,3k,3.0,1.098612289,8.80140916,6.95,1.93,2.7800000000000002,#N/A,#N/A,#N/A
2705,flee,3k,2.0,0.693147181,9.243773377,8.33,2.72,3.332,0.0,1.0,1.0
2706,drunk,3k,2.0,0.693147181,9.243773377,9.26,3.31,3.7039999999999997,6.0,9.0,7.0
2707,sky,3k,104.0,4.644390898999999,4.932949097,4.17,1.89,1.668,404.0,254.0,205.0
2708,lake,3k,5.0,1.609437912,8.244096157000001,4.61,1.72,1.844,202.0,129.0,112.0
2709,bench,3k,1.0,0.0,10.0,4.21,1.81,1.684,55.0,30.0,29.0
2710,add,3k,1.0,0.0,10.0,5.1,1.48,2.04,46.0,31.0,26.0
2712,crack,3k,8.0,2.079441542,7.73132013,6.33,3.38,2.532,17.0,42.0,37.0
2713,ought,3k,9.0,2.197224577,7.60281832,9.62,2.63,3.848,14.0,34.0,41.0
2714,ski,3k,3.0,1.098612289,8.80140916,6.68,2.31,2.6719999999999997,18.0,4.0,6.0
2715,kick,3k,4.0,1.386294361,8.487546753,4.06,1.73,1.6239999999999999,20.0,19.0,20.0
2716,knob,3k,#N/A,#N/A,#N/A,4.68,2.43,1.8719999999999999,2.0,3.0,6.0
2717,frieze,3k,#N/A,#N/A,#N/A,13.64,3.63,5.456,#N/A,#N/A,#N/A
2718,boon,3k,1.0,0.0,10.0,12.94,4.12,5.176,#N/A,#N/A,#N/A
2719,fate,3k,1.0,0.0,10.0,10.3,2.83,4.12,0.0,1.0,2.0
2720,taunt,3k,#N/A,#N/A,#N/A,8.06,2.96,3.224,#N/A,#N/A,#N/A
2721,crux,3k,#N/A,#N/A,#N/A,12.11,3.68,4.843999999999999,#N/A,#N/A,#N/A
2722,haul,3k,3.0,1.098612289,8.80140916,7.58,2.5,3.032,2.0,5.0,6.0
2723,five,3k,59.0,4.077537444,5.551388711,4.505940000000001,1.36,1.8023760000000002,168.0,226.0,224.0
2724,know,3k,257.0,5.549076085,3.94593358,4.5,2.12,1.8,2010.0,1924.0,1730.0
2725,knot,3k,1.0,0.0,10.0,6.05,1.96,2.42,3.0,11.0,11.0
2726,desk,3k,21.0,3.044522438,6.678412627,5.56,2.2,2.2239999999999998,140.0,126.0,89.0
2727,press,3k,7.0,1.9459101490000001,7.877003467000001,6.4,2.89,2.56,5.0,10.0,14.0
2728,tick,3k,10.0,2.3025850930000002,7.487869534,6.05,2.72,2.42,7.0,0.0,2.0
2729,pier,3k,#N/A,#N/A,#N/A,9.56,1.89,3.8240000000000003,0.0,5.0,5.0
2730,loss,3k,1.0,0.0,10.0,5.0,2.38,2.0,1.0,3.0,9.0
2731,trash,3k,19.0,2.9444389789999996,6.78760412,4.47,1.78,1.7879999999999998,16.0,17.0,21.0
2732,crisp,3k,5.0,1.609437912,8.244096157000001,7.22,2.84,2.888,1.0,1.0,3.0
2733,like,3k,572.0,6.349138991,3.0730614289999996,3.6853510000000003,1.89,1.4741404,3487.0,2649.0,2660.0
2734,lost,3k,55.0,4.007333185,5.627981866,#N/A,#N/A,#N/A,333.0,204.0,189.0
2735,bulge,3k,#N/A,#N/A,#N/A,8.1,2.93,3.2399999999999998,0.0,1.0,0.0
2736,clown,3k,12.0,2.48490665,7.288955913,3.72,1.93,1.488,41.0,20.0,10.0
2737,heed,3k,1.0,0.0,10.0,11.05,3.33,4.42,0.0,0.0,0.0
2738,lose,3k,12.0,2.48490665,7.288955913,5.78,2.32,2.3120000000000003,47.0,60.0,61.0
2739,chick,3k,8.0,2.079441542,7.73132013,5.53,2.09,2.212,55.0,23.0,4.0
2740,soft,3k,40.0,3.688879454,5.975416287000001,3.95,1.5,1.58,107.0,126.0,138.0
2741,page,3k,33.0,3.496507561,6.185294868,5.16,1.8,2.064,52.0,93.0,171.0
2742,heel,3k,1.0,0.0,10.0,7.85,2.72,3.1399999999999997,1.0,6.0,4.0
2743,shed,3k,6.0,1.791759469,8.045182537,7.33,2.35,2.932,25.0,22.0,28.0
2744,glare,3k,1.0,0.0,10.0,9.33,3.14,3.732,0.0,3.0,4.0
2745,sleight,3k,#N/A,#N/A,#N/A,13.29,3.95,5.316,#N/A,#N/A,#N/A
2746,thief,3k,4.0,1.386294361,8.487546753,7.22,2.21,2.888,5.0,15.0,15.0
2747,hail,3k,#N/A,#N/A,#N/A,7.9,2.02,3.16,2.0,3.0,5.0
2748,hair,3k,68.0,4.219507705,5.396498531000001,3.17,1.76,1.268,214.0,246.0,228.0
2749,growth,3k,#N/A,#N/A,#N/A,6.7,2.58,2.68,0.0,4.0,14.0
2750,flush,3k,#N/A,#N/A,#N/A,5.17,2.68,2.068,0.0,0.0,1.0
2751,home,3k,268.0,5.590986981,3.9002086080000002,3.8665200000000004,1.88,1.5466080000000002,1677.0,1094.0,939.0
2752,shrug,3k,#N/A,#N/A,#N/A,7.94,1.98,3.176,0.0,1.0,2.0
2753,trust,3k,3.0,1.098612289,8.80140916,6.55,2.39,2.62,12.0,22.0,21.0
2754,leaf,3k,11.0,2.397895273,7.383885707999999,4.6,2.37,1.8399999999999999,30.0,30.0,24.0
2755,shrub,3k,#N/A,#N/A,#N/A,8.06,2.88,3.224,0.0,0.0,0.0
2756,lead,3k,16.0,2.772588722,6.975093507,6.76,3.42,2.7039999999999997,9.0,40.0,58.0
2757,leak,3k,1.0,0.0,10.0,5.47,1.81,2.1879999999999997,0.0,4.0,5.0
2758,corpse,3k,#N/A,#N/A,#N/A,10.0,2.92,4.0,0.0,1.0,2.0
2759,lean,3k,8.0,2.079441542,7.73132013,7.17,2.66,2.868,1.0,11.0,13.0
2760,slide,3k,16.0,2.772588722,6.975093507,4.79,2.3,1.916,12.0,21.0,24.0
2761,shone,3k,5.0,1.609437912,8.244096157000001,#N/A,#N/A,#N/A,6.0,19.0,22.0
2762,stem,3k,1.0,0.0,10.0,7.26,2.6,2.904,2.0,9.0,11.0
2764,leap,3k,7.0,1.9459101490000001,7.877003467000001,5.53,1.93,2.212,3.0,10.0,14.0
2765,does,3k,96.0,4.5643481910000006,5.020276043,#N/A,#N/A,#N/A,552.0,534.0,569.0
2766,noose,3k,#N/A,#N/A,#N/A,8.28,3.54,3.312,#N/A,#N/A,#N/A
2768,trap,3k,2.0,0.693147181,9.243773377,6.44,2.12,2.576,54.0,50.0,35.0
2769,hose,3k,10.0,2.3025850930000002,7.487869534,5.33,2.03,2.132,19.0,12.0,7.0
2770,slight,3k,#N/A,#N/A,#N/A,10.33,3.01,4.132,0.0,3.0,9.0
2771,pear,3k,3.0,1.098612289,8.80140916,4.0,1.7,1.6,0.0,1.0,2.0
2772,mitt,3k,#N/A,#N/A,#N/A,6.83,2.68,2.732,5.0,11.0,5.0
2773,slant,3k,#N/A,#N/A,#N/A,7.33,1.94,2.932,2.0,0.0,2.0
2774,host,3k,2.0,0.693147181,9.243773377,8.05,2.7,3.22,0.0,2.0,3.0
2775,slum,3k,#N/A,#N/A,#N/A,11.9,3.87,4.76,0.0,0.0,0.0
2776,mite,3k,1.0,0.0,10.0,11.35,2.68,4.54,#N/A,#N/A,#N/A
2777,paste,3k,#N/A,#N/A,#N/A,4.84,1.61,1.936,12.0,13.0,10.0
2778,slug,3k,6.0,1.791759469,8.045182537,6.0,2.76,2.4,#N/A,#N/A,#N/A
2779,swept,3k,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,1.0,14.0,19.0
2780,stage,3k,1.0,0.0,10.0,6.32,2.06,2.528,48.0,37.0,32.0
2781,throne,3k,11.0,2.397895273,7.383885707999999,7.28,2.32,2.912,3.0,4.0,8.0
2782,pike,3k,#N/A,#N/A,#N/A,12.06,3.11,4.824,2.0,4.0,3.0
2783,throng,3k,#N/A,#N/A,#N/A,12.93,2.69,5.172,0.0,0.0,0.0
2784,rare,3k,2.0,0.693147181,9.243773377,7.45,2.42,2.98,3.0,7.0,9.0
2785,world,3k,93.0,4.532599493,5.054914013,5.32,2.26,2.128,150.0,273.0,399.0
2786,chance,3k,14.0,2.63905733,7.120776844,7.78,2.1,3.112,51.0,90.0,100.0
2787,flake,3k,1.0,0.0,10.0,5.95,2.76,2.38,#N/A,#N/A,#N/A
2788,surge,3k,#N/A,#N/A,#N/A,9.82,3.0,3.928,0.0,0.0,1.0
2789,seeds,3k,19.0,2.9444389789999996,6.78760412,#N/A,#N/A,#N/A,225.0,61.0,81.0
2790,beige,3k,3.0,1.098612289,8.80140916,7.74,2.28,3.096,#N/A,#N/A,#N/A
2791,tomb,3k,#N/A,#N/A,#N/A,11.05,2.89,4.42,0.0,0.0,4.0
2792,strode,3k,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,3.0,4.0
2793,tome,3k,#N/A,#N/A,#N/A,13.2,2.18,5.279999999999999,#N/A,#N/A,#N/A
2794,owl,3k,65.0,4.17438727,5.445725124,6.21,2.66,2.484,151.0,58.0,33.0
2795,own,3k,50.0,3.912023005,5.731965691,5.209302000000001,1.81,2.0837208000000005,312.0,402.0,480.0
2796,guard,3k,8.0,2.079441542,7.73132013,6.25,2.07,2.5,29.0,48.0,31.0
2797,champ,3k,1.0,0.0,10.0,7.53,1.9,3.012,#N/A,#N/A,#N/A
2798,brush,3k,29.0,3.36729583,6.326265436,3.78,1.59,1.512,68.0,39.0,45.0
2799,mere,3k,#N/A,#N/A,#N/A,9.41,2.21,3.7640000000000002,0.0,0.0,2.0
2800,muck,3k,1.0,0.0,10.0,8.0,3.85,3.2,#N/A,#N/A,#N/A
2801,ridge,3k,1.0,0.0,10.0,8.84,2.48,3.536,2.0,7.0,13.0
2802,jinx,3k,#N/A,#N/A,#N/A,7.89,2.08,3.1559999999999997,14.0,3.0,1.0
2803,whom,3k,4.0,1.386294361,8.487546753,8.353117,2.77,3.3412467999999995,6.0,20.0,33.0
2804,slang,3k,#N/A,#N/A,#N/A,10.68,2.19,4.272,0.0,0.0,0.0
2805,maze,3k,#N/A,#N/A,#N/A,7.11,2.18,2.8440000000000003,0.0,0.0,1.0
2806,squeal,3k,3.0,1.098612289,8.80140916,7.0,3.48,2.8,1.0,1.0,2.0
2807,chunk,3k,#N/A,#N/A,#N/A,8.53,3.63,3.412,2.0,2.0,2.0
2808,glib,3k,#N/A,#N/A,#N/A,13.4,3.72,5.36,#N/A,#N/A,#N/A
2809,buy,3k,49.0,3.8918202980000003,5.7540069339999995,5.56,2.08,2.2239999999999998,144.0,174.0,177.0
2810,north,3k,19.0,2.9444389789999996,6.78760412,6.55,1.85,2.62,60.0,109.0,158.0
2811,shank,3k,1.0,0.0,10.0,11.89,3.16,4.756,#N/A,#N/A,#N/A
2812,bus,3k,96.0,4.5643481910000006,5.020276043,3.85,1.57,1.54,349.0,228.0,132.0
2813,coke,3k,#N/A,#N/A,#N/A,4.74,1.76,1.8960000000000001,0.0,2.0,3.0
2814,but,3k,1097.0,7.00033446,2.3626043080000003,4.601853000000001,2.45,1.8407412000000005,5172.0,4711.0,5113.0
2815,gait,3k,#N/A,#N/A,#N/A,11.75,3.18,4.7,0.0,0.0,0.0
2816,bun,3k,5.0,1.609437912,8.244096157000001,5.79,2.74,2.316,1.0,0.0,0.0
2817,gain,3k,#N/A,#N/A,#N/A,7.11,2.03,2.8440000000000003,0.0,1.0,7.0
2818,bum,3k,1.0,0.0,10.0,8.11,3.3,3.2439999999999998,1.0,4.0,3.0
2819,grate,3k,#N/A,#N/A,#N/A,8.9,3.63,3.56,0.0,0.0,0.0
2820,ear,3k,32.0,3.465735903,6.218866883,3.63,1.92,1.452,28.0,74.0,70.0
2821,eat,3k,150.0,5.010635294,4.5333748510000005,2.78,1.48,1.1119999999999999,1051.0,585.0,499.0
2822,bud,3k,1.0,0.0,10.0,7.010335,1.5,2.8041340000000003,39.0,19.0,12.0
2823,count,3k,17.0,2.833213344,6.908951778,2.61,0.98,1.044,92.0,57.0,57.0
2824,made,3k,192.0,5.257495372,4.26404942,#N/A,#N/A,#N/A,1082.0,1101.0,1364.0
2825,wise,3k,9.0,2.197224577,7.60281832,6.79,2.55,2.716,106.0,47.0,40.0
2826,tab,3k,#N/A,#N/A,#N/A,9.33,3.79,3.732,0.0,0.0,0.0
2827,wish,3k,84.0,4.430816799,5.16595938,3.79,0.92,1.516,366.0,200.0,145.0
2828,smooth,3k,8.0,2.079441542,7.73132013,5.61,2.3,2.244,19.0,36.0,47.0
2829,flip,3k,6.0,1.791759469,8.045182537,5.11,1.32,2.044,3.0,4.0,5.0
2830,roam,3k,1.0,0.0,10.0,8.58,2.87,3.432,0.0,1.0,3.0
2831,wisp,3k,#N/A,#N/A,#N/A,9.71,3.5,3.8840000000000003,#N/A,#N/A,#N/A
2832,cake,3k,50.0,3.912023005,5.731965691,3.26,2.28,1.3039999999999998,259.0,68.0,40.0
2833,piece,3k,21.0,3.044522438,6.678412627,4.89,1.7,1.956,114.0,155.0,174.0
2834,what,3k,679.0,6.520621127999999,2.8859736639999998,3.855863,1.37,1.5423452,4928.0,3885.0,3879.0
2835,pin,3k,8.0,2.079441542,7.73132013,4.53,1.39,1.812,22.0,10.0,15.0
2836,mask,3k,2.0,0.693147181,9.243773377,4.8,2.46,1.92,28.0,17.0,16.0
2837,year,3k,28.0,3.33220451,6.36455022,5.24,1.73,2.096,132.0,260.0,336.0
2838,pie,3k,41.0,3.713572067,5.9484765379999995,3.67,1.64,1.468,31.0,22.0,20.0
2839,dearth,3k,#N/A,#N/A,#N/A,14.27,3.85,5.708,#N/A,#N/A,#N/A
2840,pig,3k,57.0,4.043051268,5.58901328,3.84,2.03,1.536,310.0,97.0,46.0
2841,twist,3k,1.0,0.0,10.0,6.46,1.96,2.584,3.0,4.0,6.0
2842,inn,3k,#N/A,#N/A,#N/A,7.52,2.96,3.008,9.0,9.0,11.0
2843,ink,3k,9.0,2.197224577,7.60281832,5.16,1.54,2.064,2.0,7.0,15.0
2844,pip,3k,26.0,3.258096538,6.445402344,10.687,5.73,4.2748,11.0,7.0,4.0
2845,pit,3k,2.0,0.693147181,9.243773377,6.14,2.37,2.456,17.0,19.0,19.0
2846,letch,3k,#N/A,#N/A,#N/A,12.82,3.54,5.128,#N/A,#N/A,#N/A
2848,glint,3k,#N/A,#N/A,#N/A,12.46,2.47,4.984,0.0,1.0,1.0
2849,boot,3k,#N/A,#N/A,#N/A,3.89,1.84,1.556,6.0,11.0,8.0
2850,old,3k,326.0,5.786897381,3.6864694989999998,3.72,1.36,1.488,1100.0,1121.0,1050.0
2851,book,3k,82.0,4.406719247,5.192249915,3.68,1.8,1.472,641.0,317.0,309.0
2852,boom,3k,22.0,3.091042453,6.627659085,5.56,2.43,2.2239999999999998,8.0,28.0,15.0
2853,ledge,3k,1.0,0.0,10.0,11.05,5.12,4.42,10.0,6.0,11.0
2854,lance,3k,#N/A,#N/A,#N/A,11.79,3.94,4.715999999999999,0.0,0.0,2.0
2855,junk,3k,2.0,0.693147181,9.243773377,6.62,1.99,2.648,25.0,32.0,19.0
2856,quartz,3k,#N/A,#N/A,#N/A,9.28,2.97,3.7119999999999997,0.0,0.0,1.0
2857,star,3k,36.0,3.583518938,6.090365072999999,3.89,1.59,1.556,85.0,93.0,80.0
2858,draught,3k,#N/A,#N/A,#N/A,12.53,4.58,5.012,0.0,0.0,0.0
2859,mulch,3k,#N/A,#N/A,#N/A,9.22,4.65,3.688,#N/A,#N/A,#N/A
2860,june,3k,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,31.0,25.0,24.0
2861,flange,3k,#N/A,#N/A,#N/A,15.47,3.72,6.188000000000001,#N/A,#N/A,#N/A
2862,stay,3k,36.0,3.583518938,6.090365072999999,4.22,2.21,1.688,438.0,348.0,301.0
2863,stag,3k,2.0,0.693147181,9.243773377,12.35,2.98,4.9399999999999995,3.0,0.0,0.0
2864,foil,3k,#N/A,#N/A,#N/A,7.57,1.89,3.028,1.0,1.0,3.0
2865,stab,3k,#N/A,#N/A,#N/A,6.4,1.9,2.56,0.0,0.0,1.0
2866,squeak,3k,7.0,1.9459101490000001,7.877003467000001,5.84,1.8,2.336,6.0,9.0,13.0
2867,wind,3k,68.0,4.219507705,5.396498531000001,3.89,1.37,1.556,317.0,238.0,246.0
2868,else,3k,36.0,3.583518938,6.090365072999999,6.53077,1.77,2.612308,175.0,262.0,287.0
2869,veil,3k,1.0,0.0,10.0,9.69,3.84,3.876,0.0,0.0,1.0
2870,vein,3k,#N/A,#N/A,#N/A,8.53,2.72,3.412,0.0,1.0,1.0
2871,cliff,3k,3.0,1.098612289,8.80140916,7.27676,1.51,2.910704,52.0,25.0,24.0
2872,ghost,3k,6.0,1.791759469,8.045182537,5.06,2.01,2.024,67.0,51.0,44.0
2873,sphinx,3k,#N/A,#N/A,#N/A,10.22,5.02,4.088,#N/A,#N/A,#N/A
2874,shunt,3k,#N/A,#N/A,#N/A,13.53,4.06,5.412,#N/A,#N/A,#N/A
2875,yelp,3k,2.0,0.693147181,9.243773377,7.67,2.22,3.068,0.0,3.0,1.0
2877,rule,3k,15.0,2.7080502010000003,7.045505317000001,4.72,1.49,1.888,24.0,57.0,40.0
2878,craft,3k,1.0,0.0,10.0,5.83,2.23,2.332,0.0,0.0,2.0
2879,yell,3k,10.0,2.3025850930000002,7.487869534,3.83,1.5,1.532,39.0,26.0,18.0
2880,sash,3k,#N/A,#N/A,#N/A,7.67,2.63,3.068,7.0,1.0,1.0
2881,a,lcnl,4838.0,8.484256691,0.743638626,2.8933839999999993,1.21,1.1573535999999998,21811.0,19884.0,23168.0
2882,ached,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,4.0,9.0
2883,aches,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,2.0,1.0,1.0
2884,acts,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0,11.0,17.0
2885,ad,lcnl,4.0,1.386294361,8.487546753,8.22,3.04,3.2880000000000003,10.0,8.0,8.0
2886,adds,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,10.0,4.0,2.0
2887,ads,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0,8.0,5.0
2888,ages,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,7.0,13.0
2889,aides,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
2890,aids,lcnl,2.0,0.693147181,9.243773377,8.89,2.51,3.556,0.0,0.0,0.0
2893,aimed,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,3.0,5.0,7.0
2894,aims,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,1.0
2896,aisles,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,1.0
2898,alms,lcnl,#N/A,#N/A,#N/A,9.91,3.99,3.964,#N/A,#N/A,#N/A
2899,alp,lcnl,#N/A,#N/A,#N/A,11.77,3.83,4.708,#N/A,#N/A,#N/A
2900,am,lcnl,214.0,5.365976015,4.145696561,#N/A,#N/A,#N/A,1115.0,560.0,379.0
2901,amp,lcnl,#N/A,#N/A,#N/A,12.11,2.42,4.843999999999999,#N/A,#N/A,#N/A
2902,an,lcnl,275.0,5.616771097999999,3.8720780230000003,#N/A,#N/A,#N/A,866.0,1281.0,1810.0
2903,ants,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,59.0,31.0,17.0
2904,apes,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,1.0
2906,ark,lcnl,2.0,0.693147181,9.243773377,7.17,3.33,2.868,0.0,1.0,3.0
2908,arms,lcnl,28.0,3.33220451,6.36455022,3.738636,2.14,1.4954544,110.0,150.0,166.0
2910,arts,lcnl,#N/A,#N/A,#N/A,5.965949000000001,2.25,2.3863796000000006,1.0,1.0,1.0
2911,as,lcnl,844.0,6.738152495,2.648645986,6.104490000000001,2.3,2.4417960000000005,2243.0,3346.0,4616.0
2912,asked,lcnl,181.0,5.1984970310000005,4.328416869,#N/A,#N/A,#N/A,2583.0,1681.0,1197.0
